"ensembl_gene_id","external_gene_name","description"
"ENSMUSG00000064403","Gm23928","predicted gene, 23928 [Source:MGI Symbol;Acc:MGI:5453705]"
"ENSMUSG00000084536","Gm25844","predicted gene, 25844 [Source:MGI Symbol;Acc:MGI:5455621]"
"ENSMUSG00000005493","Msh4","mutS homolog 4 [Source:MGI Symbol;Acc:MGI:1860077]"
"ENSMUSG00000104755","Mir677","microRNA 677 [Source:MGI Symbol;Acc:MGI:3629885]"
"ENSMUSG00000026799","Med27","mediator complex subunit 27 [Source:MGI Symbol;Acc:MGI:1916225]"
"ENSMUSG00000037406","Htra4","HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]"
"ENSMUSG00000032842","Abcc10","ATP-binding cassette, sub-family C (CFTR/MRP), member 10 [Source:MGI Symbol;Acc:MGI:2386976]"
"ENSMUSG00000006998","",""
"ENSMUSG00000059401","Mamld1","mastermind-like domain containing 1 [Source:MGI Symbol;Acc:MGI:3045303]"
"ENSMUSG00000020778","Ten1","TEN1 telomerase capping complex subunit [Source:MGI Symbol;Acc:MGI:1916785]"
"ENSMUSG00000068808","Olfr1189","olfactory receptor 1189 [Source:MGI Symbol;Acc:MGI:3031023]"
"ENSMUSG00000037999","Arap2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:2684416]"
"ENSMUSG00000044243","Bhlha9","basic helix-loop-helix family, member a9 [Source:MGI Symbol;Acc:MGI:2444198]"
"ENSMUSG00000006204","5430419D17Rik","RIKEN cDNA 5430419D17 gene [Source:MGI Symbol;Acc:MGI:1918645]"
"ENSMUSG00000054381","Zfp747","zinc finger protein 747 [Source:MGI Symbol;Acc:MGI:2443581]"
"ENSMUSG00000105316","Gm42953","predicted gene 42953 [Source:MGI Symbol;Acc:MGI:5663090]"
"ENSMUSG00000028033","Kcnq5","potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]"
"ENSMUSG00000056423","Uts2b","urotensin 2B [Source:MGI Symbol;Acc:MGI:2677064]"
"ENSMUSG00000030062","Rpn1","ribophorin I [Source:MGI Symbol;Acc:MGI:98084]"
"ENSMUSG00000077148","Gm22935","predicted gene, 22935 [Source:MGI Symbol;Acc:MGI:5452712]"
"ENSMUSG00000077524","n-R5s67","nuclear encoded rRNA 5S 67 [Source:MGI Symbol;Acc:MGI:4421912]"
"ENSMUSG00000080365","Gm25776","predicted gene, 25776 [Source:MGI Symbol;Acc:MGI:5455553]"
"ENSMUSG00000037035","Inhbb","inhibin beta-B [Source:MGI Symbol;Acc:MGI:96571]"
"ENSMUSG00000057650","Krtap19-2","keratin associated protein 19-2 [Source:MGI Symbol;Acc:MGI:2157572]"
"ENSMUSG00000034686","Prr7","proline rich 7 (synaptic) [Source:MGI Symbol;Acc:MGI:3487246]"
"ENSMUSG00000105932","Mir6925","microRNA 6925 [Source:MGI Symbol;Acc:MGI:5562733]"
"ENSMUSG00000064386","Gm26449","predicted gene, 26449 [Source:MGI Symbol;Acc:MGI:5456226]"
"ENSMUSG00000031390","Avpr2","arginine vasopressin receptor 2 [Source:MGI Symbol;Acc:MGI:88123]"
"ENSMUSG00000025270","Alas2","aminolevulinic acid synthase 2, erythroid [Source:MGI Symbol;Acc:MGI:87990]"
"ENSMUSG00000030742","Lat","linker for activation of T cells [Source:MGI Symbol;Acc:MGI:1342293]"
"ENSMUSG00000098570","Gm27444","predicted gene, 27444 [Source:MGI Symbol;Acc:MGI:5530826]"
"ENSMUSG00000000154","Slc22a18","solute carrier family 22 (organic cation transporter), member 18 [Source:MGI Symbol;Acc:MGI:1336884]"
"ENSMUSG00000056380","Gpr50","G-protein-coupled receptor 50 [Source:MGI Symbol;Acc:MGI:1333877]"
"ENSMUSG00000088760","Gm24393","predicted gene, 24393 [Source:MGI Symbol;Acc:MGI:5454170]"
"ENSMUSG00000088558","Gm22506","predicted gene, 22506 [Source:MGI Symbol;Acc:MGI:5452283]"
"ENSMUSG00000037032","Apbb1","amyloid beta (A4) precursor protein-binding, family B, member 1 [Source:MGI Symbol;Acc:MGI:107765]"
"ENSMUSG00000108592","Gm44685","predicted gene 44685 [Source:MGI Symbol;Acc:MGI:5753261]"
"ENSMUSG00000009566","Fpgs","folylpolyglutamyl synthetase [Source:MGI Symbol;Acc:MGI:95576]"
"ENSMUSG00000036894","Rap2b","RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]"
"ENSMUSG00000006715","Gmnn","geminin [Source:MGI Symbol;Acc:MGI:1927344]"
"ENSMUSG00000098416","Mir7117","microRNA 7117 [Source:MGI Symbol;Acc:MGI:5531111]"
"ENSMUSG00000022892","App","amyloid beta (A4) precursor protein [Source:MGI Symbol;Acc:MGI:88059]"
"ENSMUSG00000038299","Wdr36","WD repeat domain 36 [Source:MGI Symbol;Acc:MGI:1917819]"
"ENSMUSG00000035367","Rmi1","RecQ mediated genome instability 1 [Source:MGI Symbol;Acc:MGI:1921636]"
"ENSMUSG00000031951","Tmem231","transmembrane protein 231 [Source:MGI Symbol;Acc:MGI:2685024]"
"ENSMUSG00000065443","Mir196b","microRNA 196b [Source:MGI Symbol;Acc:MGI:3618741]"
"ENSMUSG00000014074","Rnf168","ring finger protein 168 [Source:MGI Symbol;Acc:MGI:1917488]"
"ENSMUSG00000003923","Tfam","transcription factor A, mitochondrial [Source:MGI Symbol;Acc:MGI:107810]"
"ENSMUSG00000033825","Tpsb2","tryptase beta 2 [Source:MGI Symbol;Acc:MGI:96942]"
"ENSMUSG00000056121","Fez2","fasciculation and elongation protein zeta 2 (zygin II) [Source:MGI Symbol;Acc:MGI:2675856]"
"ENSMUSG00000108308","Gm45218","predicted gene 45218 [Source:MGI Symbol;Acc:MGI:5753794]"
"ENSMUSG00000061517","Sox21","SRY (sex determining region Y)-box 21 [Source:MGI Symbol;Acc:MGI:2654070]"
"ENSMUSG00000086827","4930461C15Rik","RIKEN cDNA 4930461C15 gene [Source:MGI Symbol;Acc:MGI:1922133]"
"ENSMUSG00000086008","Gm8817","predicted gene 8817 [Source:MGI Symbol;Acc:MGI:3648637]"
"ENSMUSG00000105852","Gm42890","predicted gene 42890 [Source:MGI Symbol;Acc:MGI:5663027]"
"ENSMUSG00000055540","Epha6","Eph receptor A6 [Source:MGI Symbol;Acc:MGI:108034]"
"ENSMUSG00000063273","Naa15","N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1922088]"
"ENSMUSG00000098497","Mir6932","microRNA 6932 [Source:MGI Symbol;Acc:MGI:5531073]"
"ENSMUSG00000106503","Gm42827","predicted gene 42827 [Source:MGI Symbol;Acc:MGI:5662964]"
"ENSMUSG00000002064","Sdf2","stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019]"
"ENSMUSG00000094024","Esp18","exocrine gland secreted peptide 18 [Source:MGI Symbol;Acc:MGI:5295686]"
"ENSMUSG00000041552","Ptchd1","patched domain containing 1 [Source:MGI Symbol;Acc:MGI:2685233]"
"ENSMUSG00000022501","Prm1","protamine 1 [Source:MGI Symbol;Acc:MGI:97765]"
"ENSMUSG00000078786","BC024978","cDNA sequence BC024978 [Source:MGI Symbol;Acc:MGI:3041247]"
"ENSMUSG00000031441","Atp11a","ATPase, class VI, type 11A [Source:MGI Symbol;Acc:MGI:1354735]"
"ENSMUSG00000026470","Stx6","syntaxin 6 [Source:MGI Symbol;Acc:MGI:1926235]"
"ENSMUSG00000088147","Gm24717","predicted gene, 24717 [Source:MGI Symbol;Acc:MGI:5454494]"
"ENSMUSG00000025754","Agbl1","ATP/GTP binding protein-like 1 [Source:MGI Symbol;Acc:MGI:3646469]"
"ENSMUSG00000024862","Klc2","kinesin light chain 2 [Source:MGI Symbol;Acc:MGI:107953]"
"ENSMUSG00000087501","Gm12116","predicted gene 12116 [Source:MGI Symbol;Acc:MGI:3652289]"
"ENSMUSG00000026220","Slc16a14","solute carrier family 16 (monocarboxylic acid transporters), member 14 [Source:MGI Symbol;Acc:MGI:1919031]"
"ENSMUSG00000100807","Gm29521","predicted gene 29521 [Source:MGI Symbol;Acc:MGI:5580227]"
"ENSMUSG00000020884","Asgr1","asialoglycoprotein receptor 1 [Source:MGI Symbol;Acc:MGI:88081]"
"ENSMUSG00000039458","Mtmr12","myotubularin related protein 12 [Source:MGI Symbol;Acc:MGI:2443034]"
"ENSMUSG00000052560","Cpne8","copine VIII [Source:MGI Symbol;Acc:MGI:1914121]"
"ENSMUSG00000073067","9130019P16Rik","RIKEN cDNA 9130019P16 gene [Source:MGI Symbol;Acc:MGI:1918824]"
"ENSMUSG00000098541","Gm27535","predicted gene, 27535 [Source:MGI Symbol;Acc:MGI:5530917]"
"ENSMUSG00000037890","Wdr19","WD repeat domain 19 [Source:MGI Symbol;Acc:MGI:2443231]"
"ENSMUSG00000086136","Gm12718","predicted gene 12718 [Source:MGI Symbol;Acc:MGI:3651516]"
"ENSMUSG00000064416","Gm22248","predicted gene, 22248 [Source:MGI Symbol;Acc:MGI:5452025]"
"ENSMUSG00000106538","Gm42746","predicted gene 42746 [Source:MGI Symbol;Acc:MGI:5662883]"
"ENSMUSG00000041161","Otud3","OTU domain containing 3 [Source:MGI Symbol;Acc:MGI:1920412]"
"ENSMUSG00000034075","Zdhhc5","zinc finger, DHHC domain containing 5 [Source:MGI Symbol;Acc:MGI:1923573]"
"ENSMUSG00000026277","Stk25","serine/threonine kinase 25 (yeast) [Source:MGI Symbol;Acc:MGI:1891699]"
"ENSMUSG00000104284","Gm10862","predicted gene 10862 [Source:MGI Symbol;Acc:MGI:3641622]"
"ENSMUSG00000032458","Copb2","coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]"
"ENSMUSG00000035873","Pawr","PRKC, apoptosis, WT1, regulator [Source:MGI Symbol;Acc:MGI:2149961]"
"ENSMUSG00000063145","Bbs5","Bardet-Biedl syndrome 5 (human) [Source:MGI Symbol;Acc:MGI:1919819]"
"ENSMUSG00000046490","Rnf222","ring finger protein 222 [Source:MGI Symbol;Acc:MGI:2443227]"
"ENSMUSG00000065275","n-R5s217","nuclear encoded rRNA 5S 217 [Source:MGI Symbol;Acc:MGI:4422082]"
"ENSMUSG00000050930","Map10","microtubule-associated protein 10 [Source:MGI Symbol;Acc:MGI:1921643]"
"ENSMUSG00000015659","Serac1","serine active site containing 1 [Source:MGI Symbol;Acc:MGI:2447813]"
"ENSMUSG00000070683","Lactbl1","lactamase, beta-like 1 [Source:MGI Symbol;Acc:MGI:2448566]"
"ENSMUSG00000024313","Mep1b","meprin 1 beta [Source:MGI Symbol;Acc:MGI:96964]"
"ENSMUSG00000079025","Gsdmc","gasdermin C [Source:MGI Symbol;Acc:MGI:1933176]"
"ENSMUSG00000057614","Gnai1","guanine nucleotide binding protein (G protein), alpha inhibiting 1 [Source:MGI Symbol;Acc:MGI:95771]"
"ENSMUSG00000094579","Gm23552","predicted gene, 23552 [Source:MGI Symbol;Acc:MGI:5453329]"
"ENSMUSG00000020038","Cry1","cryptochrome 1 (photolyase-like) [Source:MGI Symbol;Acc:MGI:1270841]"
"ENSMUSG00000088916","Gm22607","predicted gene, 22607 [Source:MGI Symbol;Acc:MGI:5452384]"
"ENSMUSG00000088419","Gm24236","predicted gene, 24236 [Source:MGI Symbol;Acc:MGI:5454013]"
"ENSMUSG00000065749","AF357428","snoRNA AF357428 [Source:MGI Symbol;Acc:MGI:3053436]"
"ENSMUSG00000068947","Olfr366","olfactory receptor 366 [Source:MGI Symbol;Acc:MGI:3030200]"
"ENSMUSG00000044703","Phf11a","PHD finger protein 11A [Source:MGI Symbol;Acc:MGI:1918441]"
"ENSMUSG00000098658","Mir6338","microRNA 6338 [Source:MGI Symbol;Acc:MGI:5531060]"
"ENSMUSG00000035297","Cops4","COP9 signalosome subunit 4 [Source:MGI Symbol;Acc:MGI:1349414]"
"ENSMUSG00000093380","Gm20685","predicted gene 20685 [Source:MGI Symbol;Acc:MGI:5313132]"
"ENSMUSG00000026179","Pnkd","paroxysmal nonkinesiogenic dyskinesia [Source:MGI Symbol;Acc:MGI:1930773]"
"ENSMUSG00000079579","Gm6760","predicted gene 6760 [Source:MGI Symbol;Acc:MGI:3643199]"
"ENSMUSG00000103255","Pcdhac1","protocadherin alpha subfamily C, 1 [Source:MGI Symbol;Acc:MGI:1891442]"
"ENSMUSG00000046056","",""
"ENSMUSG00000047508","Mbd3l2","methyl-CpG binding domain protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2158460]"
"ENSMUSG00000026814","Eng","endoglin [Source:MGI Symbol;Acc:MGI:95392]"
"ENSMUSG00000065097","Snora16a","small nucleolar RNA, H/ACA box 16A [Source:MGI Symbol;Acc:MGI:4361141]"
"ENSMUSG00000105472","Gm43024","predicted gene 43024 [Source:MGI Symbol;Acc:MGI:5663161]"
"ENSMUSG00000023904","Hcfc1r1","host cell factor C1 regulator 1 (XPO1-dependent) [Source:MGI Symbol;Acc:MGI:2663619]"
"ENSMUSG00000065072","Gm24533","predicted gene, 24533 [Source:MGI Symbol;Acc:MGI:5454310]"
"ENSMUSG00000074925","Ptar1","protein prenyltransferase alpha subunit repeat containing 1 [Source:MGI Symbol;Acc:MGI:1921875]"
"ENSMUSG00000058997","Vwa8","von Willebrand factor A domain containing 8 [Source:MGI Symbol;Acc:MGI:1919008]"
"ENSMUSG00000001260","Gabrg1","gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1 [Source:MGI Symbol;Acc:MGI:103156]"
"ENSMUSG00000088525","Gm26085","predicted gene, 26085 [Source:MGI Symbol;Acc:MGI:5455862]"
"ENSMUSG00000033676","Gabrb3","gamma-aminobutyric acid (GABA) A receptor, subunit beta 3 [Source:MGI Symbol;Acc:MGI:95621]"
"ENSMUSG00000075604","Cyp11b1","cytochrome P450, family 11, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88583]"
"ENSMUSG00000032360","Hcrtr2","hypocretin (orexin) receptor 2 [Source:MGI Symbol;Acc:MGI:2680765]"
"ENSMUSG00000085122","4933404K08Rik","RIKEN cDNA 4933404K08 gene [Source:MGI Symbol;Acc:MGI:1921311]"
"ENSMUSG00000024575","Pde6a","phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:MGI Symbol;Acc:MGI:97524]"
"ENSMUSG00000038872","",""
"ENSMUSG00000020018","Snrpf","small nuclear ribonucleoprotein polypeptide F [Source:MGI Symbol;Acc:MGI:1917128]"
"ENSMUSG00000064782","Gm22685","predicted gene, 22685 [Source:MGI Symbol;Acc:MGI:5452462]"
"ENSMUSG00000024186","Rgs11","regulator of G-protein signaling 11 [Source:MGI Symbol;Acc:MGI:1354739]"
"ENSMUSG00000058503","Fam133b","family with sequence similarity 133, member B [Source:MGI Symbol;Acc:MGI:1915402]"
"ENSMUSG00000046062","Ppp1r15b","protein phosphatase 1, regulatory (inhibitor) subunit 15b [Source:MGI Symbol;Acc:MGI:2444211]"
"ENSMUSG00000058398","Prss43","protease, serine 43 [Source:MGI Symbol;Acc:MGI:2684822]"
"ENSMUSG00000036779","Papd5","PAP associated domain containing 5 [Source:MGI Symbol;Acc:MGI:1917820]"
"ENSMUSG00000085209","Gm12637","predicted gene 12637 [Source:MGI Symbol;Acc:MGI:3650764]"
"ENSMUSG00000027722","Spata5","spermatogenesis associated 5 [Source:MGI Symbol;Acc:MGI:1927170]"
"ENSMUSG00000089050","Gm23353","predicted gene, 23353 [Source:MGI Symbol;Acc:MGI:5453130]"
"ENSMUSG00000018599","Mief2","mitochondrial elongation factor 2 [Source:MGI Symbol;Acc:MGI:2144199]"
"ENSMUSG00000025979","Mob4","MOB family member 4, phocein [Source:MGI Symbol;Acc:MGI:104899]"
"ENSMUSG00000090356","Teddm3","transmembrane epididymal family member 3 [Source:MGI Symbol;Acc:MGI:1913811]"
"ENSMUSG00000027684","Mecom","MDS1 and EVI1 complex locus [Source:MGI Symbol;Acc:MGI:95457]"
"ENSMUSG00000035835","Plppr3","phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]"
"ENSMUSG00000064554","n-R5s173","nuclear encoded rRNA 5S 173 [Source:MGI Symbol;Acc:MGI:4422038]"
"ENSMUSG00000068101","Cenpm","centromere protein M [Source:MGI Symbol;Acc:MGI:1913820]"
"ENSMUSG00000089675","Ugt1a8","UDP glucuronosyltransferase 1 family, polypeptide A8 [Source:MGI Symbol;Acc:MGI:3576090]"
"ENSMUSG00000060803","",""
"ENSMUSG00000030584","Dpf1","D4, zinc and double PHD fingers family 1 [Source:MGI Symbol;Acc:MGI:1352748]"
"ENSMUSG00000077796","Gm25562","predicted gene, 25562 [Source:MGI Symbol;Acc:MGI:5455339]"
"ENSMUSG00000065442","Mir20a","microRNA 20a [Source:MGI Symbol;Acc:MGI:2676872]"
"ENSMUSG00000037416","Dmxl1","Dmx-like 1 [Source:MGI Symbol;Acc:MGI:2443926]"
"ENSMUSG00000067924","",""
"ENSMUSG00000030380","Mzf1","myeloid zinc finger 1 [Source:MGI Symbol;Acc:MGI:107457]"
"ENSMUSG00000100156","Gm29053","predicted gene 29053 [Source:MGI Symbol;Acc:MGI:5579759]"
"ENSMUSG00000026620","Mark1","MAP/microtubule affinity regulating kinase 1 [Source:MGI Symbol;Acc:MGI:2664902]"
"ENSMUSG00000073371","Gm6594","predicted pseudogene 6594 [Source:MGI Symbol;Acc:MGI:3643873]"
"ENSMUSG00000046032","Snx12","sorting nexin 12 [Source:MGI Symbol;Acc:MGI:1919331]"
"ENSMUSG00000092963","Gm22238","predicted gene, 22238 [Source:MGI Symbol;Acc:MGI:5452015]"
"ENSMUSG00000089364","Gm23822","predicted gene, 23822 [Source:MGI Symbol;Acc:MGI:5453599]"
"ENSMUSG00000031134","Rbmx","RNA binding motif protein, X chromosome [Source:MGI Symbol;Acc:MGI:1343044]"
"ENSMUSG00000068167","Csnka2ip","casein kinase 2, alpha prime interacting protein [Source:MGI Symbol;Acc:MGI:2676295]"
"ENSMUSG00000007589","Tinf2","Terf1 (TRF1)-interacting nuclear factor 2 [Source:MGI Symbol;Acc:MGI:107246]"
"ENSMUSG00000107768","Gm44275","predicted gene, 44275 [Source:MGI Symbol;Acc:MGI:5690667]"
"ENSMUSG00000093264","Gm23419","predicted gene, 23419 [Source:MGI Symbol;Acc:MGI:5453196]"
"ENSMUSG00000065538","Mir153","microRNA 153 [Source:MGI Symbol;Acc:MGI:2676838]"
"ENSMUSG00000060621","Nkpd1","NTPase, KAP family P-loop domain containing 1 [Source:MGI Symbol;Acc:MGI:1916797]"
"ENSMUSG00000032985","5730522E02Rik","RIKEN cDNA 5730522E02 gene [Source:MGI Symbol;Acc:MGI:1917876]"
"ENSMUSG00000054966","Lmntd1","lamin tail domain containing 1 [Source:MGI Symbol;Acc:MGI:1921321]"
"ENSMUSG00000035238","Kcnk15","potassium channel, subfamily K, member 15 [Source:MGI Symbol;Acc:MGI:2675209]"
"ENSMUSG00000045983","Eif4g1","eukaryotic translation initiation factor 4, gamma 1 [Source:MGI Symbol;Acc:MGI:2384784]"
"ENSMUSG00000032409","Atr","ataxia telangiectasia and Rad3 related [Source:MGI Symbol;Acc:MGI:108028]"
"ENSMUSG00000088098","Gm23674","predicted gene, 23674 [Source:MGI Symbol;Acc:MGI:5453451]"
"ENSMUSG00000071657","Bscl2","Berardinelli-Seip congenital lipodystrophy 2 (seipin) [Source:MGI Symbol;Acc:MGI:1298392]"
"ENSMUSG00000056782","Olfr667","olfactory receptor 667 [Source:MGI Symbol;Acc:MGI:3030501]"
"ENSMUSG00000095239","Olfr497","olfactory receptor 497 [Source:MGI Symbol;Acc:MGI:3030331]"
"ENSMUSG00000053070","9230110C19Rik","RIKEN cDNA 9230110C19 gene [Source:MGI Symbol;Acc:MGI:3045346]"
"ENSMUSG00000074794","Arrdc3","arrestin domain containing 3 [Source:MGI Symbol;Acc:MGI:2145242]"
"ENSMUSG00000067642","Adgrf3","adhesion G protein-coupled receptor F3 [Source:MGI Symbol;Acc:MGI:2685887]"
"ENSMUSG00000088596","Gm24602","predicted gene, 24602 [Source:MGI Symbol;Acc:MGI:5454379]"
"ENSMUSG00000009734","Pou6f2","POU domain, class 6, transcription factor 2 [Source:MGI Symbol;Acc:MGI:2443631]"
"ENSMUSG00000021684","",""
"ENSMUSG00000105161","Gm42595","predicted gene 42595 [Source:MGI Symbol;Acc:MGI:5662732]"
"ENSMUSG00000064587","Gm25131","predicted gene, 25131 [Source:MGI Symbol;Acc:MGI:5454908]"
"ENSMUSG00000065494","Mir28a","microRNA 28a [Source:MGI Symbol;Acc:MGI:3619267]"
"ENSMUSG00000027444","8030411F24Rik","RIKEN cDNA 8030411F24 gene [Source:MGI Symbol;Acc:MGI:1925859]"
"ENSMUSG00000108575","Gm45229","predicted gene 45229 [Source:MGI Symbol;Acc:MGI:5753805]"
"ENSMUSG00000097651","4930461G14Rik","RIKEN cDNA 4930461G14 gene [Source:MGI Symbol;Acc:MGI:1922129]"
"ENSMUSG00000044378","Slc15a5","solute carrier family 15, member 5 [Source:MGI Symbol;Acc:MGI:3607714]"
"ENSMUSG00000099465","Gm3830","predicted gene 3830 [Source:MGI Symbol;Acc:MGI:3782002]"
"ENSMUSG00000001435","Col18a1","collagen, type XVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88451]"
"ENSMUSG00000000411","Tssk3","testis-specific serine kinase 3 [Source:MGI Symbol;Acc:MGI:1929914]"
"ENSMUSG00000089393","Gm23022","predicted gene, 23022 [Source:MGI Symbol;Acc:MGI:5452799]"
"ENSMUSG00000026896","Ifih1","interferon induced with helicase C domain 1 [Source:MGI Symbol;Acc:MGI:1918836]"
"ENSMUSG00000033186","Mzt1","mitotic spindle organizing protein 1 [Source:MGI Symbol;Acc:MGI:1924039]"
"ENSMUSG00000088022","Gm22146","predicted gene, 22146 [Source:MGI Symbol;Acc:MGI:5451923]"
"ENSMUSG00000104848","Gm22149","predicted gene, 22149 [Source:MGI Symbol;Acc:MGI:5451926]"
"ENSMUSG00000020362","Cnot6","CCR4-NOT transcription complex, subunit 6 [Source:MGI Symbol;Acc:MGI:2144529]"
"ENSMUSG00000059395","Nkapl","NFKB activating protein-like [Source:MGI Symbol;Acc:MGI:1913957]"
"ENSMUSG00000036864","Proser3","proline and serine rich 3 [Source:MGI Symbol;Acc:MGI:2681861]"
"ENSMUSG00000084516","Mir1902","microRNA 1902 [Source:MGI Symbol;Acc:MGI:3811405]"
"ENSMUSG00000098515","Gm27195","predicted gene 27195 [Source:MGI Symbol;Acc:MGI:5521038]"
"ENSMUSG00000029754","Dlx6","distal-less homeobox 6 [Source:MGI Symbol;Acc:MGI:101927]"
"ENSMUSG00000041695","Kcnj2","potassium inwardly-rectifying channel, subfamily J, member 2 [Source:MGI Symbol;Acc:MGI:104744]"
"ENSMUSG00000073375","Lrrc30","leucine rich repeat containing 30 [Source:MGI Symbol;Acc:MGI:2685172]"
"ENSMUSG00000026187","Xrcc5","X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:MGI Symbol;Acc:MGI:104517]"
"ENSMUSG00000058427","Cxcl2","chemokine (C-X-C motif) ligand 2 [Source:MGI Symbol;Acc:MGI:1340094]"
"ENSMUSG00000050075","Gpr171","G protein-coupled receptor 171 [Source:MGI Symbol;Acc:MGI:2442043]"
"ENSMUSG00000027552","E2f5","E2F transcription factor 5 [Source:MGI Symbol;Acc:MGI:105091]"
"ENSMUSG00000022365","Derl1","Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]"
"ENSMUSG00000031433","Rbm41","RNA binding motif protein 41 [Source:MGI Symbol;Acc:MGI:2444923]"
"ENSMUSG00000024014","Pim1","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"ENSMUSG00000026421","Csrp1","cysteine and glycine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88549]"
"ENSMUSG00000045929","Gm20715","predicted gene 20715 [Source:MGI Symbol;Acc:MGI:5313162]"
"ENSMUSG00000022443","Myh9","myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]"
"ENSMUSG00000088532","Gm22706","predicted gene, 22706 [Source:MGI Symbol;Acc:MGI:5452483]"
"ENSMUSG00000065484","Mir130a","microRNA 130a [Source:MGI Symbol;Acc:MGI:2676816]"
"ENSMUSG00000005374","Tbl2","transducin (beta)-like 2 [Source:MGI Symbol;Acc:MGI:1351652]"
"ENSMUSG00000087116","Gm12324","predicted gene 12324 [Source:MGI Symbol;Acc:MGI:3651352]"
"ENSMUSG00000088537","Gm23279","predicted gene, 23279 [Source:MGI Symbol;Acc:MGI:5453056]"
"ENSMUSG00000069299","Vmn1r188","vomeronasal 1 receptor 188 [Source:MGI Symbol;Acc:MGI:2182259]"
"ENSMUSG00000020397","Med7","mediator complex subunit 7 [Source:MGI Symbol;Acc:MGI:1913463]"
"ENSMUSG00000075194","Olfr1049","olfactory receptor 1049 [Source:MGI Symbol;Acc:MGI:3030883]"
"ENSMUSG00000085496","4930517E11Rik","RIKEN cDNA 4930517E11 gene [Source:MGI Symbol;Acc:MGI:1921952]"
"ENSMUSG00000034883","Lrr1","leucine rich repeat protein 1 [Source:MGI Symbol;Acc:MGI:1916956]"
"ENSMUSG00000087594","BC039771","cDNA sequence BC039771 [Source:MGI Symbol;Acc:MGI:3040676]"
"ENSMUSG00000041040","Fam117b","family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]"
"ENSMUSG00000098634","Mir8096","microRNA 8096 [Source:MGI Symbol;Acc:MGI:5530861]"
"ENSMUSG00000106095","",""
"ENSMUSG00000088679","Gm23665","predicted gene, 23665 [Source:MGI Symbol;Acc:MGI:5453442]"
"ENSMUSG00000050853","Olfr958","olfactory receptor 958 [Source:MGI Symbol;Acc:MGI:3030792]"
"ENSMUSG00000097605","9430098F02Rik","RIKEN cDNA 9430098F02 gene [Source:MGI Symbol;Acc:MGI:2144233]"
"ENSMUSG00000030792","Dkkl1","dickkopf-like 1 [Source:MGI Symbol;Acc:MGI:1354963]"
"ENSMUSG00000077582","Gm24374","predicted gene, 24374 [Source:MGI Symbol;Acc:MGI:5454151]"
"ENSMUSG00000086203","Gm13985","predicted gene 13985 [Source:MGI Symbol;Acc:MGI:3651939]"
"ENSMUSG00000029811","Aoc1","amine oxidase, copper-containing 1 [Source:MGI Symbol;Acc:MGI:1923757]"
"ENSMUSG00000087406","E130215H24Rik","RIKEN cDNA E130215H24 gene [Source:MGI Symbol;Acc:MGI:1926091]"
"ENSMUSG00000084993","Gm12305","predicted gene 12305 [Source:MGI Symbol;Acc:MGI:3650835]"
"ENSMUSG00000045257","Morn2","MORN repeat containing 2 [Source:MGI Symbol;Acc:MGI:2674071]"
"ENSMUSG00000049940","Pgrmc2","progesterone receptor membrane component 2 [Source:MGI Symbol;Acc:MGI:1918054]"
"ENSMUSG00000060962","Dmkn","dermokine [Source:MGI Symbol;Acc:MGI:1920962]"
"ENSMUSG00000105659","4930509H03Rik","RIKEN cDNA 4930509H03 gene [Source:MGI Symbol;Acc:MGI:1922357]"
"ENSMUSG00000086909","Gm4926","predicted gene 4926 [Source:MGI Symbol;Acc:MGI:3646427]"
"ENSMUSG00000108095","",""
"ENSMUSG00000080394","Gm23786","predicted gene, 23786 [Source:MGI Symbol;Acc:MGI:5453563]"
"ENSMUSG00000092322","Esp36","exocrine gland secreted peptide 36 [Source:MGI Symbol;Acc:MGI:5141873]"
"ENSMUSG00000069292","Vmn1r199","vomeronasal 1 receptor 199 [Source:MGI Symbol;Acc:MGI:2159662]"
"ENSMUSG00000095886","Esp38","exocrine gland secreted peptide 38 [Source:MGI Symbol;Acc:MGI:5439397]"
