ensembl_gene_id,external_gene_name,"gene_description"
ENSG00000178385,PLEKHM3,"pleckstrin homology domain containing, family M, member 3 "
ENSG00000232801,SDCBPP3,"syndecan binding protein (syntenin) pseudogene 3 "
ENSG00000268537,AC109583.1,"Uncharacterized protein  "
ENSG00000189145,RP11-77G22.2,""
ENSG00000162623,TYW3,"tRNA-yW synthesizing protein 3 homolog (S. cerevisiae) "
ENSG00000216866,RPS2P55,"ribosomal protein S2 pseudogene 55 "
ENSG00000237931,RP11-469E19.1,""
ENSG00000269941,RP5-1172N10.4,""
ENSG00000102858,MGRN1,"mahogunin ring finger 1, E3 ubiquitin protein ligase "
ENSG00000143632,ACTA1,"actin, alpha 1, skeletal muscle "
ENSG00000223714,RP5-1172N10.2,""
ENSG00000199564,RNA5SP502,"RNA, 5S ribosomal pseudogene 502 "
ENSG00000238426,Y_RNA,"Y RNA "
ENSG00000102393,GLA,"galactosidase, alpha "
ENSG00000226641,RP13-13A3.1,""
ENSG00000122584,NXPH1,"neurexophilin 1 "
ENSG00000264573,RN7SL15P,"RNA, 7SL, cytoplasmic 15, pseudogene "
ENSG00000229698,HLA-F,"major histocompatibility complex, class I, F "
ENSG00000225238,RP1-169I5.4,""
ENSG00000160799,CCDC12,"coiled-coil domain containing 12 "
ENSG00000080823,MOK,"MOK protein kinase "
ENSG00000169403,PTAFR,"platelet-activating factor receptor "
ENSG00000168116,KIAA1586,"KIAA1586 "
ENSG00000180822,PSMG4,"proteasome (prosome, macropain) assembly chaperone 4 "
ENSG00000189043,NDUFA4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa "
ENSG00000108064,TFAM,"transcription factor A, mitochondrial "
ENSG00000167178,ISLR2,"immunoglobulin superfamily containing leucine-rich repeat 2 "
ENSG00000176390,CRLF3,"cytokine receptor-like factor 3 "
ENSG00000162624,LHX8,"LIM homeobox 8 "
ENSG00000262305,SERF1B,"small EDRK-rich factor 1B (centromeric) "
ENSG00000232941,AC090186.1,"Uncharacterized protein  "
ENSG00000126698,DNAJC8,"DnaJ (Hsp40) homolog, subfamily C, member 8 "
ENSG00000065613,SLK,"STE20-like kinase "
ENSG00000151065,DCP1B,"decapping mRNA 1B "
ENSG00000182247,UBE2E2,"ubiquitin-conjugating enzyme E2E 2 "
ENSG00000134013,LOXL2,"lysyl oxidase-like 2 "
ENSG00000204548,DEFB121,"defensin, beta 121 "
ENSG00000230657,PRB4,"proline-rich protein BstNI subfamily 4 "
ENSG00000160948,VPS28,"vacuolar protein sorting 28 homolog (S. cerevisiae) "
ENSG00000180424,DEFB123,"defensin, beta 123 "
ENSG00000143552,NUP210L,"nucleoporin 210kDa-like "
ENSG00000169169,CPT1C,"carnitine palmitoyltransferase 1C "
ENSG00000215306,AL135998.1,"Uncharacterized protein  "
ENSG00000180383,DEFB124,"defensin, beta 124 "
ENSG00000251655,PRB1,"proline-rich protein BstNI subfamily 1 "
ENSG00000069424,KCNAB2,"potassium voltage-gated channel, shaker-related subfamily, beta member 2 "
ENSG00000122870,BICC1,"bicaudal C homolog 1 (Drosophila) "
ENSG00000088320,REM1,"RAS (RAD and GEM)-like GTP-binding 1 "
ENSG00000069248,NUP133,"nucleoporin 133kDa "
ENSG00000112200,ZNF451,"zinc finger protein 451 "
ENSG00000107331,ABCA2,"ATP-binding cassette, sub-family A (ABC1), member 2 "
ENSG00000168411,RFWD3,"ring finger and WD repeat domain 3 "
ENSG00000147488,ST18,"suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) "
ENSG00000112769,LAMA4,"laminin, alpha 4 "
ENSG00000121335,PRB2,"proline-rich protein BstNI subfamily 2 "
ENSG00000049656,CLPTM1L,"CLPTM1-like "
ENSG00000172590,MRPL52,"mitochondrial ribosomal protein L52 "
ENSG00000137872,SEMA6D,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D "
ENSG00000102893,PHKB,"phosphorylase kinase, beta "
ENSG00000176177,ENTHD1,"ENTH domain containing 1 "
ENSG00000168101,NUDT16L1,"nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1 "
ENSG00000118096,IFT46,"intraflagellar transport 46 homolog (Chlamydomonas) "
ENSG00000105784,RUNDC3B,"RUN domain containing 3B "
ENSG00000197217,ENTPD4,"ectonucleoside triphosphate diphosphohydrolase 4 "
ENSG00000233033,CASK-AS1,"CASK antisense RNA 1 "
ENSG00000137968,SLC44A5,"solute carrier family 44, member 5 "
ENSG00000212207,RNU6-1321P,"RNA, U6 small nuclear 1321, pseudogene "
ENSG00000095002,MSH2,"mutS homolog 2 "
ENSG00000115233,PSMD14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 "
ENSG00000265741,RN7SL406P,"RNA, 7SL, cytoplasmic 406, pseudogene "
ENSG00000217624,RP11-204C16.4,""
ENSG00000168404,MLKL,"mixed lineage kinase domain-like "
ENSG00000138674,SEC31A,"SEC31 homolog A (S. cerevisiae) "
ENSG00000242559,RN7SL144P,"RNA, 7SL, cytoplasmic 144, pseudogene "
ENSG00000145103,ILDR1,"immunoglobulin-like domain containing receptor 1 "
ENSG00000160282,FTCD,"formimidoyltransferase cyclodeaminase "
ENSG00000229822,RP5-1174J21.2,""
ENSG00000237875,RP5-1174J21.1,""
ENSG00000251807,RNU6-202P,"RNA, U6 small nuclear 202, pseudogene "
ENSG00000224552,ABHD16A,"abhydrolase domain containing 16A "
ENSG00000233103,RP11-524P6.1,""
ENSG00000155846,PPARGC1B,"peroxisome proliferator-activated receptor gamma, coactivator 1 beta "
ENSG00000228847,ATP5G2P4,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9) pseudogene 4 "
ENSG00000212560,RNU6-630P,"RNA, U6 small nuclear 630, pseudogene "
ENSG00000228780,RP1-50A13.1,""
ENSG00000206896,RNU6-1124P,"RNA, U6 small nuclear 1124, pseudogene "
ENSG00000100351,GRAP2,"GRB2-related adaptor protein 2 "
ENSG00000231772,RP1-154K9.2,""
ENSG00000102055,PPP1R2P9,"protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9 "
ENSG00000270280,RP11-265D20.1,""
ENSG00000126945,HNRNPH2,"heterogeneous nuclear ribonucleoprotein H2 (H') "
ENSG00000224294,RP3-326I13.1,""
ENSG00000237206,IMPDH1P4,"IMP (inosine monophosphate) dehydrogenase 1 pseudogene 4 "
ENSG00000231750,NANOGP10,"Nanog homeobox pseudogene 10 "
ENSG00000236276,NDP-AS1,"NDP antisense RNA 1 "
ENSG00000214019,RP6-218J18.2,""
ENSG00000071794,HLTF,"helicase-like transcription factor "
ENSG00000198414,TATDN2P1,"TatD DNase domain containing 2 pseudogene 1 "
ENSG00000268217,AC008387.1,""
ENSG00000214018,RRM2P3,"ribonucleotide reductase M2 polypeptide pseudogene 3 "
ENSG00000002745,WNT16,"wingless-type MMTV integration site family, member 16 "
ENSG00000200702,Y_RNA,"Y RNA "
ENSG00000238269,PAGE2B,"P antigen family, member 2B "
ENSG00000224054,RP4-551E13.2,""
ENSG00000103089,FA2H,"fatty acid 2-hydroxylase "
ENSG00000215035,FDPSP5,"farnesyl diphosphate synthase pseudogene 5 "
ENSG00000118231,CRYGD,"crystallin, gamma D "
ENSG00000233670,PIRT,"phosphoinositide-interacting regulator of transient receptor potential channels "
ENSG00000252120,AL136137.1,""
ENSG00000256825,CTD-2140B24.4,"Zinc finger protein 268  "
ENSG00000233543,CHTF8P1,"CHTF8 pseudogene 1 "
ENSG00000139083,ETV6,"ets variant 6 "
ENSG00000163254,CRYGC,"crystallin, gamma C "
ENSG00000229168,RPL19P20,"ribosomal protein L19 pseudogene 20 "
ENSG00000234068,PAGE2,"P antigen family, member 2 (prostate associated) "
ENSG00000214016,RP6-105D16.1,""
ENSG00000196440,ARMCX4,"armadillo repeat containing, X-linked 4 "
ENSG00000242065,RN7SL291P,"RNA, 7SL, cytoplasmic 291, pseudogene "
ENSG00000252113,RNU6-523P,"RNA, U6 small nuclear 523, pseudogene "
ENSG00000106443,PHF14,"PHD finger protein 14 "
ENSG00000182187,CRYGB,"crystallin, gamma B "
ENSG00000229491,RP11-342D14.1,""
ENSG00000215902,AL353354.1,"Uncharacterized protein  "
ENSG00000269804,AL353354.2,""
ENSG00000196937,FAM3C,"family with sequence similarity 3, member C "
ENSG00000160796,NBEAL2,"neurobeachin-like 2 "
ENSG00000168582,CRYGA,"crystallin, gamma A "
ENSG00000151883,PARP8,"poly (ADP-ribose) polymerase family, member 8 "
ENSG00000168883,USP39,"ubiquitin specific peptidase 39 "
ENSG00000130770,ATPIF1,"ATPase inhibitory factor 1 "
ENSG00000121621,KIF18A,"kinesin family member 18A "
ENSG00000101294,HM13,"histocompatibility (minor) 13 "
ENSG00000133477,FAM83F,"family with sequence similarity 83, member F "
ENSG00000112837,TBX18,"T-box 18 "
ENSG00000160949,TONSL,"tonsoku-like, DNA repair protein "
ENSG00000135776,ABCB10,"ATP-binding cassette, sub-family B (MDR/TAP), member 10 "
ENSG00000108622,ICAM2,"intercellular adhesion molecule 2 "
ENSG00000188674,C2orf80,"chromosome 2 open reading frame 80 "
ENSG00000088387,DOCK9,"dedicator of cytokinesis 9 "
ENSG00000188803,SHISA6,"shisa family member 6 "
ENSG00000149357,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 "
ENSG00000168461,RAB31,"RAB31, member RAS oncogene family "
ENSG00000130766,SESN2,"sestrin 2 "
ENSG00000196711,FAM150A,"family with sequence similarity 150, member A "
ENSG00000100626,GALNT16,"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 16 "
ENSG00000222174,RN7SKP146,"RNA, 7SK small nuclear pseudogene 146 "
ENSG00000168096,ANKS3,"ankyrin repeat and sterile alpha motif domain containing 3 "
ENSG00000103091,WDR59,"WD repeat domain 59 "
ENSG00000239158,AP001178.1,""
ENSG00000266456,RP11-806L2.2,""
ENSG00000263727,RP11-806L2.5,""
ENSG00000265490,RP11-806L2.6,""
ENSG00000266171,RP11-769O8.1,""
ENSG00000264635,RP11-769O8.3,""
ENSG00000264339,RP11-769O8.2,""
ENSG00000206687,RNU1-109P,"RNA, U1 small nuclear 109, pseudogene "
ENSG00000273355,RP11-672L10.6,""
ENSG00000266575,RP11-672L10.4,""
ENSG00000264179,RP11-672L10.5,""
ENSG00000262261,GTF2H2D,"general transcription factor IIH, polypeptide 2D "
ENSG00000265671,RP11-672L10.3,""
ENSG00000237782,RP1-192P9.1,""
ENSG00000265179,RP11-672L10.2,""
ENSG00000229563,RP11-245M24.1,""
ENSG00000255748,AC226150.4,"Uncharacterized protein  "
ENSG00000259837,RP11-672L10.1,""
ENSG00000272461,RP11-689C9.1,""
ENSG00000169519,METTL15,"methyltransferase like 15 "
ENSG00000214282,KRT8P14,"keratin 8 pseudogene 14 "
ENSG00000173928,SWSAP1,"SWIM-type zinc finger 7 associated protein 1 "
ENSG00000263551,RP11-78F17.1,""
ENSG00000204915,RP6-99M1.1,""
ENSG00000227059,ANHX,"anomalous homeobox "
ENSG00000270069,RP6-99M1.2,""
ENSG00000168454,TXNDC2,"thioredoxin domain containing 2 (spermatozoa) "
ENSG00000087274,ADD1,"adducin 1 (alpha) "
ENSG00000207870,MIR221,"microRNA 221 "
ENSG00000263505,RP11-78F17.3,""
ENSG00000135801,TAF5L,"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa "
ENSG00000106278,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1 "
ENSG00000266251,COX6CP3,"cytochrome c oxidase subunit VIc pseudogene 3 "
ENSG00000095139,ARCN1,"archain 1 "
ENSG00000170142,UBE2E1,"ubiquitin-conjugating enzyme E2E 1 "
ENSG00000233095,HLA-G,"major histocompatibility complex, class I, G "
ENSG00000182180,MRPS16,"mitochondrial ribosomal protein S16 "
ENSG00000132204,LINC00470,"long intergenic non-protein coding RNA 470 "
ENSG00000138413,IDH1,"isocitrate dehydrogenase 1 (NADP+), soluble "
ENSG00000187266,EPOR,"erythropoietin receptor "
ENSG00000160284,SPATC1L,"spermatogenesis and centriole associated 1-like "
ENSG00000023287,RB1CC1,"RB1-inducible coiled-coil 1 "
ENSG00000180539,C9orf139,"chromosome 9 open reading frame 139 "
ENSG00000182255,KCNA4,"potassium voltage-gated channel, shaker-related subfamily, member 4 "
ENSG00000180549,FUT7,"fucosyltransferase 7 (alpha (1,3) fucosyltransferase) "
ENSG00000135318,NT5E,"5'-nucleotidase, ecto (CD73) "
ENSG00000131808,FSHB,"follicle stimulating hormone, beta polypeptide "
ENSG00000249054,RP11-598F7.1,""
ENSG00000135763,URB2,"URB2 ribosome biogenesis 2 homolog (S. cerevisiae) "
ENSG00000113734,BNIP1,"BCL2/adenovirus E1B 19kDa interacting protein 1 "
ENSG00000100354,TNRC6B,"trinucleotide repeat containing 6B "
ENSG00000146839,ZAN,"zonadhesin (gene/pseudogene) "
ENSG00000110200,ANAPC15,"anaphase promoting complex subunit 15 "
ENSG00000199197,RN7SKP72,"RNA, 7SK small nuclear pseudogene 72 "
ENSG00000263396,RP11-288C17.3,""
ENSG00000238823,AC215219.1,""
ENSG00000176208,ATAD5,"ATPase family, AAA domain containing 5 "
ENSG00000265417,RP11-288C17.1,""
ENSG00000130772,MED18,"mediator complex subunit 18 "
ENSG00000226210,ABC7-42389800N19.1,""
ENSG00000107281,NPDC1,"neural proliferation, differentiation and control, 1 "
ENSG00000266602,RP11-476K15.1,""
ENSG00000152219,ARL14EP,"ADP-ribosylation factor-like 14 effector protein "
ENSG00000266450,CTD-2015H3.2,""
ENSG00000264080,CTD-2015H3.1,""
ENSG00000101558,VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa "
ENSG00000197885,NKIRAS1,"NFKB inhibitor interacting Ras-like 1 "
ENSG00000263745,RP11-161I6.2,""
ENSG00000126266,FFAR1,"free fatty acid receptor 1 "
ENSG00000117054,ACADM,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain "
ENSG00000121380,BCL2L14,"BCL2-like 14 (apoptosis facilitator) "
ENSG00000196872,KIAA1211L,"KIAA1211-like "
ENSG00000185897,FFAR3,"free fatty acid receptor 3 "
ENSG00000264189,CTD-2533G20.1,""
ENSG00000257782,CR354443.3,""
ENSG00000238575,snoU109,"Small nucleolar RNA U109 "
ENSG00000266783,RP11-715F3.2,""
ENSG00000264150,RP11-715F3.1,""
ENSG00000214944,ARHGEF28,"Rho guanine nucleotide exchange factor (GEF) 28 "
ENSG00000066382,MPPED2,"metallophosphoesterase domain containing 2 "
ENSG00000126251,GPR42,"G protein-coupled receptor 42 (gene/pseudogene) "
ENSG00000235422,KATNBL1P3,"katanin p80 subunit B-like 1 pseudogene 3 "
ENSG00000239741,LY6G6F,"lymphocyte antigen 6 complex, locus G6F "
ENSG00000202224,Y_RNA,"Y RNA "
ENSG00000204138,PHACTR4,"phosphatase and actin regulator 4 "
ENSG00000200875,RNU6-340P,"RNA, U6 small nuclear 340, pseudogene "
ENSG00000248540,RP11-247C2.2,"HCG2004779, Uncharacterized protein  "
ENSG00000266405,CBX3P2,"chromobox homolog 3 pseudogene 2 "
ENSG00000132915,PDE6A,"phosphodiesterase 6A, cGMP-specific, rod, alpha "
ENSG00000139722,VPS37B,"vacuolar protein sorting 37 homolog B (S. cerevisiae) "
ENSG00000266049,RP11-703M24.5,""
ENSG00000126262,FFAR2,"free fatty acid receptor 2 "
ENSG00000143641,GALNT2,"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2) "
ENSG00000238425,snoU13,"Small nucleolar RNA U13 "
ENSG00000207034,Y_RNA,"Y RNA "
ENSG00000272625,RP11-737O24.5,""
ENSG00000263606,RP11-737O24.3,""
ENSG00000182518,FAM104B,"family with sequence similarity 104, member B "
ENSG00000129009,ISLR,"immunoglobulin superfamily containing leucine-rich repeat "
ENSG00000126947,ARMCX1,"armadillo repeat containing, X-linked 1 "
ENSG00000265907,RP11-737O24.2,""
ENSG00000266397,RP11-737O24.1,""
ENSG00000188508,KRTDAP,"keratinocyte differentiation-associated protein "
ENSG00000157227,MMP14,"matrix metallopeptidase 14 (membrane-inserted) "
ENSG00000264186,RP11-737O24.4,""
ENSG00000252258,SNORA70,"Small nucleolar RNA SNORA70 "
ENSG00000268332,AL035406.1,"Uncharacterized protein  "
ENSG00000252353,RNU7-25P,"RNA, U7 small nuclear 25 pseudogene "
ENSG00000054179,ENTPD2,"ectonucleoside triphosphate diphosphohydrolase 2 "
ENSG00000265399,RP13-270P17.2,""
ENSG00000272688,RP13-270P17.3,""
ENSG00000264235,RP13-270P17.1,""
ENSG00000205517,RGL3,"ral guanine nucleotide dissociation stimulator-like 3 "
ENSG00000243003,LY6G6F,"lymphocyte antigen 6 complex, locus G6F "
ENSG00000266578,RP11-838N2.5,""
ENSG00000259256,RP11-838N2.3,""
ENSG00000165443,PHYHIPL,"phytanoyl-CoA 2-hydroxylase interacting protein-like "
ENSG00000223980,HLA-A,"major histocompatibility complex, class I, A "
ENSG00000240364,RPL31P59,"ribosomal protein L31 pseudogene 59 "
ENSG00000145012,LPP,"LIM domain containing preferred translocation partner in lipoma "
ENSG00000198960,ARMCX6,"armadillo repeat containing, X-linked 6 "
ENSG00000265243,IGLJCOR18,"immunoglobulin lambda joining-constant/OR18 (pseudogene) "
ENSG00000166246,C16orf71,"chromosome 16 open reading frame 71 "
ENSG00000136280,CCM2,"cerebral cavernous malformation 2 "
ENSG00000243720,RPL21P127,"ribosomal protein L21 pseudogene 127 "
ENSG00000259101,MEGT1,"HCG43720, isoform CRA_a, Lymphocyte antigen 6 complex locus protein G6f, Megakaryocyte-enhanced gene transcript 1 protein, Uncharacterized protein  "
ENSG00000083067,TRPM3,"transient receptor potential cation channel, subfamily M, member 3 "
ENSG00000263460,RP11-838N2.8,""
ENSG00000238863,snoU13,"Small nucleolar RNA U13 "
ENSG00000075303,SLC25A40,"solute carrier family 25, member 40 "
ENSG00000147454,SLC25A37,"solute carrier family 25 (mitochondrial iron transporter), member 37 "
ENSG00000177614,PGBD5,"piggyBac transposable element derived 5 "
ENSG00000186193,SAPCD2,"suppressor APC domain containing 2 "
ENSG00000266835,RP11-838N2.4,""
ENSG00000237482,LY6G6E,"lymphocyte antigen 6 complex, locus G6E (pseudogene) "
ENSG00000003509,NDUFAF7,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 7 "
ENSG00000183729,NPBWR1,"neuropeptides B/W receptor 1 "
ENSG00000241223,RN7SL39P,"RNA, 7SL, cytoplasmic 39, pseudogene "
ENSG00000238445,snoU13,"Small nucleolar RNA U13 "
ENSG00000239900,ADSL,"adenylosuccinate lyase "
ENSG00000266373,RP11-710M11.1,""
ENSG00000234443,LY6G6D,"lymphocyte antigen 6 complex, locus G6D "
ENSG00000137266,SLC22A23,"solute carrier family 22, member 23 "
ENSG00000177337,DLGAP1-AS1,"DLGAP1 antisense RNA 1 "
ENSG00000170959,DCDC1,"doublecortin domain containing 1 "
ENSG00000082556,OPRK1,"opioid receptor, kappa 1 "
ENSG00000174748,RPL15,"ribosomal protein L15 "
ENSG00000256045,MTRNR2L10,"MT-RNR2-like 10 "
ENSG00000261932,BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB "
ENSG00000258635,MEGT1,"HCG43720, isoform CRA_a, Lymphocyte antigen 6 complex locus protein G6f, Megakaryocyte-enhanced gene transcript 1 protein, Uncharacterized protein  "
ENSG00000103199,ZNF500,"zinc finger protein 500 "
ENSG00000197355,UAP1L1,"UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 "
ENSG00000236210,LY6G6E,"lymphocyte antigen 6 complex, locus G6E (pseudogene) "
ENSG00000158639,PAGE5,"P antigen family, member 5 (prostate associated) "
ENSG00000188467,SLC24A5,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 5 "
ENSG00000085982,USP40,"ubiquitin specific peptidase 40 "
ENSG00000224393,C6orf25,"chromosome 6 open reading frame 25 "
ENSG00000204616,TRIM31,"tripartite motif containing 31 "
ENSG00000225993,LY6G6D,"lymphocyte antigen 6 complex, locus G6D "
ENSG00000160285,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) "
ENSG00000268085,AC051642.1,""
ENSG00000007174,DNAH9,"dynein, axonemal, heavy chain 9 "
ENSG00000215298,FP15737,""
ENSG00000102401,ARMCX3,"armadillo repeat containing, X-linked 3 "
ENSG00000135775,COG2,"component of oligomeric golgi complex 2 "
ENSG00000167034,NKX3-1,"NK3 homeobox 1 "
ENSG00000268996,AL807752.1,"Uncharacterized protein  "
ENSG00000262001,DLGAP1-AS2,"DLGAP1 antisense RNA 2 "
ENSG00000266401,RP11-874J12.4,""
ENSG00000266513,RP11-874J12.3,""
ENSG00000238790,snoU13,"Small nucleolar RNA U13 "
ENSG00000263724,DLGAP1-AS3,"DLGAP1 antisense RNA 3 "
ENSG00000180053,NKX2-6,"NK2 homeobox 6 "
ENSG00000228090,C6orf25,"chromosome 6 open reading frame 25 "
ENSG00000116254,CHD5,"chromodomain helicase DNA binding protein 5 "
ENSG00000207278,RNU6-831P,"RNA, U6 small nuclear 831, pseudogene "
ENSG00000263878,DLGAP1-AS4,"DLGAP1 antisense RNA 4 "
ENSG00000140623,SEPT12,"septin 12 "
ENSG00000112208,BAG2,"BCL2-associated athanogene 2 "
ENSG00000159167,STC1,"stanniocalcin 1 "
ENSG00000126467,TSKS,"testis-specific serine kinase substrate "
ENSG00000250933,GAPDHP66,"glyceraldehyde-3-phosphate dehydrogenase pseudogene 66 "
ENSG00000005108,THSD7A,"thrombospondin, type I, domain containing 7A "
ENSG00000261520,DLGAP1-AS5,"DLGAP1 antisense RNA 5 "
ENSG00000215615,AL354822.1,""
ENSG00000136535,TBR1,"T-box, brain, 1 "
ENSG00000134588,USP26,"ubiquitin specific peptidase 26 "
ENSG00000010327,STAB1,"stabilin 1 "
ENSG00000204279,PAGE3,"P antigen family, member 3 (prostate associated) "
ENSG00000146006,LRRTM2,"leucine rich repeat transmembrane neuronal 2 "
ENSG00000129534,MIS18BP1,"MIS18 binding protein 1 "
ENSG00000183434,TFDP3,"transcription factor Dp family, member 3 "
ENSG00000135506,OS9,"osteosarcoma amplified 9, endoplasmic reticulum lectin "
ENSG00000177239,MAN1B1,"mannosidase, alpha, class 1B, member 1 "
ENSG00000112210,RAB23,"RAB23, member RAS oncogene family "
ENSG00000137955,RABGGTB,"Rab geranylgeranyltransferase, beta subunit "
ENSG00000135744,AGT,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8) "
ENSG00000076716,GPC4,"glypican 4 "
ENSG00000150967,ABCB9,"ATP-binding cassette, sub-family B (MDR/TAP), member 9 "
ENSG00000134882,UBAC2,"UBA domain containing 2 "
ENSG00000233795,ZNRD1,"zinc ribbon domain containing 1 "
ENSG00000183072,NKX2-5,"NK2 homeobox 5 "
ENSG00000115825,PRKD3,"protein kinase D3 "
ENSG00000100359,SGSM3,"small G protein signaling modulator 3 "
ENSG00000156042,TTC18,"tetratricopeptide repeat domain 18 "
ENSG00000176695,OR4F17,"olfactory receptor, family 4, subfamily F, member 17 "
ENSG00000138185,ENTPD1,"ectonucleoside triphosphate diphosphohydrolase 1 "
ENSG00000154856,APCDD1,"adenomatosis polyposis coli down-regulated 1 "
ENSG00000196961,AP2A1,"adaptor-related protein complex 2, alpha 1 subunit "
ENSG00000104177,MYEF2,"myelin expression factor 2 "
ENSG00000165609,NUDT5,"nudix (nucleoside diphosphate linked moiety X)-type motif 5 "
ENSG00000197324,LRP10,"low density lipoprotein receptor-related protein 10 "
ENSG00000141934,PPAP2C,"phosphatidic acid phosphatase type 2C "
ENSG00000113739,STC2,"stanniocalcin 2 "
ENSG00000135773,CAPN9,"calpain 9 "
ENSG00000120725,SIL1,"SIL1 nucleotide exchange factor "
ENSG00000042980,ADAM28,"ADAM metallopeptidase domain 28 "
ENSG00000235452,LY6G6C,"lymphocyte antigen 6 complex, locus G6C "
ENSG00000047249,ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H "
ENSG00000125245,GPR18,"G protein-coupled receptor 18 "
ENSG00000019144,PHLDB1,"pleckstrin homology-like domain, family B, member 1 "
ENSG00000169508,GPR183,"G protein-coupled receptor 183 "
ENSG00000145919,BOD1,"biorientation of chromosomes in cell division 1 "
ENSG00000134265,NAPG,"N-ethylmaleimide-sensitive factor attachment protein, gamma "
ENSG00000256263,DDX11L8,"DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 8 "
ENSG00000206114,FAM138D,"family with sequence similarity 138, member D "
ENSG00000065618,COL17A1,"collagen, type XVII, alpha 1 "
ENSG00000256948,RP11-598F7.3,""
ENSG00000105556,MIER2,"mesoderm induction early response 1, family member 2 "
ENSG00000249695,RP11-598F7.4,""
ENSG00000180626,ZNF594,"zinc finger protein 594 "
ENSG00000233076,DDAH2,"dimethylarginine dimethylaminohydrolase 2 "
ENSG00000125304,TM9SF2,"transmembrane 9 superfamily member 2 "
ENSG00000256694,RP11-598F7.5,""
ENSG00000174738,NR1D2,"nuclear receptor subfamily 1, group D, member 2 "
ENSG00000256540,RP11-598F7.6,""
ENSG00000119280,C1orf198,"chromosome 1 open reading frame 198 "
ENSG00000164924,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta "
ENSG00000176978,DPP7,"dipeptidyl-peptidase 7 "
ENSG00000161929,SCIMP,"SLP adaptor and CSK interacting membrane protein "
ENSG00000057468,MSH4,"mutS homolog 4 "
ENSG00000100632,ERH,"enhancer of rudimentary homolog (Drosophila) "
ENSG00000175931,UBE2O,"ubiquitin-conjugating enzyme E2O "
ENSG00000267795,SMIM22,"small integral membrane protein 22 "
ENSG00000143549,TPM3,"tropomyosin 3 "
ENSG00000214106,PAXIP1-AS2,"PAXIP1 antisense RNA 2 "
ENSG00000170946,DNAJC24,"DnaJ (Hsp40) homolog, subfamily C, member 24 "
ENSG00000264246,RP11-138C24.2,""
ENSG00000163009,C2orf48,"chromosome 2 open reading frame 48 "
ENSG00000110203,FOLR3,"folate receptor 3 (gamma) "
ENSG00000241635,UGT1A8,"UDP glucuronosyltransferase 1 family, polypeptide A8 "
ENSG00000265545,RP11-183C12.1,""
ENSG00000154007,ASB17,"ankyrin repeat and SOCS box containing 17 "
ENSG00000266268,RP11-172F10.1,""
ENSG00000151240,DIP2C,"DIP2 disco-interacting protein 2 homolog C (Drosophila) "
ENSG00000222463,AP005138.1,""
ENSG00000257328,AL049543.1,""
ENSG00000264775,PPIAP14,"peptidylprolyl isomerase A (cyclophilin A) pseudogene 14 "
ENSG00000139890,REM2,"RAS (RAD and GEM)-like GTP binding 2 "
ENSG00000237829,PPP1R11,"protein phosphatase 1, regulatory (inhibitor) subunit 11 "
ENSG00000265514,RP11-92G19.2,""
ENSG00000215368,RP11-190I17.4,""
ENSG00000187601,MAGEH1,"melanoma antigen family H, 1 "
ENSG00000266153,RP11-190I17.2,""
ENSG00000184005,ST6GALNAC3,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 "
ENSG00000125246,CLYBL,"citrate lyase beta like "
ENSG00000265091,RP11-835E18.5,""
ENSG00000115756,HPCAL1,"hippocalcin-like 1 "
ENSG00000247746,USP51,"ubiquitin specific peptidase 51 "
ENSG00000105549,THEG,"theg spermatid protein "
ENSG00000264575,LINC00526,"long intergenic non-protein coding RNA 526 "
ENSG00000257770,GPX5,"Glutathione peroxidase  "
ENSG00000135951,TSGA10,"testis specific, 10 "
ENSG00000206468,UBD,"ubiquitin D "
