"ENSG00000215405","NM_001145004","GOLGA6L6"
"ENSG00000167733","NM_198707","HSD11B1L"
"ENSG00000175121","NM_145652","WFDC5"
"ENSG00000167733","NM_198706","HSD11B1L"
"ENSG00000250021","NM_001199058","C15orf38-AP3S2"
"ENSG00000130304","NM_198580","SLC27A1"
"ENSG00000184343","NM_001170760","SRPK3"
"ENSG00000184343","NM_014370","SRPK3"
"ENSG00000168703","NM_080869","WFDC12"
"ENSG00000184343","NM_001170761","SRPK3"
"ENSG00000185347","NM_001198983","C14orf80"
"ENSG00000175984","NM_198459","DENND2C"
"ENSG00000175984","NM_001256404","DENND2C"
"ENSG00000237172","NM_033309","B3GNT9"
"ENSG00000242498","NM_182616","C15orf38"
"ENSG00000242498","NM_001282380","C15orf38"
"ENSG00000169836","NM_001059","TACR3"
"ENSG00000185347","NM_001134877","C14orf80"
"ENSG00000124102","NM_002638","PI3"
"ENSG00000102871","NM_003789","TRADD"
"ENSG00000185347","NM_001134875","C14orf80"
"ENSG00000168772","NM_025212","CXXC4"
"ENSG00000185347","NM_001134876","C14orf80"
"ENSG00000124233","NM_003007","SEMG1"
"ENSG00000103365","NM_015044","GGA2"
"ENSG00000135722","NM_018378","FBXL8"
"ENSG00000140548","NM_198526","ZNF710"
"ENSG00000114656","NM_020741","KIAA1257"
"ENSG00000124157","NM_003008","SEMG2"
"ENSG00000130313","NM_012088","PGLS"
"ENSG00000198919","NM_014648","DZIP3"
"ENSG00000198563","NM_080598","DDX39B"
"ENSG00000198563","NM_004640","DDX39B"
"ENSG00000136044","NM_001251904","APPL2"
"ENSG00000136044","NM_018171","APPL2"
"ENSG00000080493","NM_001098484","SLC4A4"
"ENSG00000080493","NM_003759","SLC4A4"
"ENSG00000116748","NM_001172626","AMPD1"
"ENSG00000174282","NM_001128833","ZBTB4"
"ENSG00000080493","NM_001134742","SLC4A4"
"ENSG00000103356","NM_001083614","EARS2"
"ENSG00000174282","NM_020899","ZBTB4"
"ENSG00000027869","NM_001161442","SH2D2A"
"ENSG00000116748","NM_000036","AMPD1"
"ENSG00000259224","NM_001102614","SLC35G6"
"ENSG00000136044","NM_001251905","APPL2"
"ENSG00000085662","NM_001628","AKR1B1"
"ENSG00000213281","NM_002524","NRAS"
"ENSG00000027869","NM_001161444","SH2D2A"
"ENSG00000027869","NM_001161443","SH2D2A"
"ENSG00000027869","NM_003975","SH2D2A"
"ENSG00000018610","NM_001170569","CXorf56"
"ENSG00000168769","NM_017628","TET2"
"ENSG00000018610","NM_022101","CXorf56"
"ENSG00000018610","NM_001170570","CXorf56"
"ENSG00000127481","NM_020765","UBR4"
"ENSG00000168769","NM_001127208","TET2"
"ENSG00000103353","NM_019116","UBFD1"
"ENSG00000027869","NM_001161441","SH2D2A"
"ENSG00000182054","NM_002168","IDH2"
"ENSG00000181222","NM_000937","POLR2A"
"ENSG00000114654","NM_024768","EFCC1"
"ENSG00000169704","NM_000174","GP9"
"ENSG00000077721","NM_003336","UBE2A"
"ENSG00000077721","NM_181762","UBE2A"
"ENSG00000077721","NM_001282161","UBE2A"
"ENSG00000111641","NM_001258309","NOP2"
"ENSG00000124107","NM_003064","SLPI"
"ENSG00000077721","NM_181777","UBE2A"
"ENSG00000178772","NM_001080513","CPN2"
"ENSG00000111641","NM_001258310","NOP2"
"ENSG00000187416","NM_199000","LHFPL3"
"ENSG00000111641","NM_001033714","NOP2"
"ENSG00000111641","NM_001258308","NOP2"
"ENSG00000111641","NM_006170","NOP2"
"ENSG00000172780","NM_198490","RAB43"
"ENSG00000172780","NM_001204888","RAB43"
"ENSG00000172780","NM_001204886","RAB43"
"ENSG00000172780","NM_001204885","RAB43"
"ENSG00000172780","NM_001204884","RAB43"
"ENSG00000172780","NM_001204883","RAB43"
"ENSG00000172780","NM_001204887","RAB43"
"ENSG00000042429","NM_004268","MED17"
"ENSG00000091542","NM_017758","ALKBH5"
"ENSG00000023839","NM_000392","ABCC2"
"ENSG00000102878","NM_001040667","HSF4"
"ENSG00000102878","NM_001538","HSF4"
"ENSG00000172061","NM_130830","LRRC15"
"ENSG00000172061","NM_001135057","LRRC15"
"ENSG00000214376","NM_001144871","VSTM5"
"ENSG00000136068","NM_001164317","FLNB"
"ENSG00000136068","NM_001457","FLNB"
"ENSG00000136068","NM_001164319","FLNB"
"ENSG00000133740","NM_001083588","E2F5"
"ENSG00000133740","NM_001951","E2F5"
"ENSG00000136068","NM_001164318","FLNB"
"ENSG00000133740","NM_001083589","E2F5"
"ENSG00000106635","NM_001707","BCL7B"
"ENSG00000106635","NM_001197244","BCL7B"
"ENSG00000124159","NM_030590","MATN4"
"ENSG00000131899","NM_004140","LLGL1"
"ENSG00000124159","NM_030592","MATN4"
"ENSG00000178732","NM_004488","GP5"
"ENSG00000124159","NM_003833","MATN4"
"ENSG00000181333","NM_001098672","HEPHL1"
"ENSG00000261796","NM_001204890","ISY1-RAB43"
"ENSG00000139946","NM_021255","PELI2"
"ENSG00000110218","NM_015368","PANX1"
"ENSG00000135175","NM_006188","OCM2"
"ENSG00000183560","NM_001199206","FOLR4"
"ENSG00000070444","NM_020310","MNT"
"ENSG00000124232","NM_001281449","RBPJL"
"ENSG00000124232","NM_014276","RBPJL"
"ENSG00000124232","NM_001281448","RBPJL"
"ENSG00000196365","NM_004793","LONP1"
"ENSG00000196365","NM_001276479","LONP1"
"ENSG00000123901","NM_016540","GPR83"
"ENSG00000240682","NM_001199469","ISY1"
"ENSG00000240682","NM_020701","ISY1"
"ENSG00000196365","NM_001276480","LONP1"
"ENSG00000067829","NM_174869","IDH3G"
"ENSG00000124145","NM_002999","SDC4"
"ENSG00000067829","NM_004135","IDH3G"
"ENSG00000184986","NM_025268","TMEM121"
"ENSG00000164715","NM_014916","LMTK2"
"ENSG00000123364","NM_017410","HOXC13"
"ENSG00000204070","NM_001197129","SYS1"
"ENSG00000204070","NM_033542","SYS1"
"ENSG00000004779","NM_005003","NDUFAB1"
"ENSG00000204070","NM_001099791","SYS1"
"ENSG00000198074","NM_020299","AKR1B10"
"ENSG00000123407","NM_173860","HOXC12"
"ENSG00000169554","NM_014795","ZEB2"
"ENSG00000127804","NM_024086","METTL16"
"ENSG00000123388","NM_014212","HOXC11"
"ENSG00000169554","NM_001171653","ZEB2"
"ENSG00000070269","NM_017799","TMEM260"
"ENSG00000180535","NM_177455","BHLHA15"
"ENSG00000083093","NM_024675","PALB2"
"ENSG00000180818","NM_017409","HOXC10"
"ENSG00000005483","NM_182931","KMT2E"
"ENSG00000227471","NM_001080538","AKR1B15"
"ENSG00000167483","NM_001098524","FAM129C"
"ENSG00000167483","NM_173544","FAM129C"
"ENSG00000178057","NM_199074","NDUFAF3"
"ENSG00000166847","NM_032486","DCTN5"
"ENSG00000166847","NM_001199743","DCTN5"
"ENSG00000178057","NM_199069","NDUFAF3"
"ENSG00000178057","NM_199073","NDUFAF3"
"ENSG00000178057","NM_199070","NDUFAF3"
"ENSG00000166847","NM_001199011","DCTN5"
"ENSG00000198400","NM_001007792","NTRK1"
"ENSG00000020922","NM_005591","MRE11A"
"ENSG00000020922","NM_005590","MRE11A"
"ENSG00000009307","NM_007158","CSDE1"
"ENSG00000133657","NM_024524","ATP13A3"
"ENSG00000005483","NM_018682","KMT2E"
"ENSG00000009307","NM_001242891","CSDE1"
"ENSG00000009307","NM_001007553","CSDE1"
"ENSG00000009307","NM_001242893","CSDE1"
"ENSG00000198400","NM_001012331","NTRK1"
"ENSG00000185033","NM_020210","SEMA4B"
"ENSG00000009307","NM_001130523","CSDE1"
"ENSG00000198400","NM_002529","NTRK1"
"ENSG00000174898","NM_152784","CATSPERD"
"ENSG00000009307","NM_001242892","CSDE1"
"ENSG00000185033","NM_198925","SEMA4B"
"ENSG00000205356","NM_015395","TECPR1"
"ENSG00000168876","NM_017704","ANKRD49"
"ENSG00000129315","NM_001240","CCNT1"
"ENSG00000129315","NM_001277842","CCNT1"
"ENSG00000130309","NM_024656","COLGALT1"
"ENSG00000106638","NM_012453","TBL2"
"ENSG00000124251","NM_014477","TP53TG5"
"ENSG00000052723","NM_025073","SIKE1"
"ENSG00000052723","NM_001102396","SIKE1"
"ENSG00000119608","NM_001080408","PROX2"
"ENSG00000119608","NM_001243007","PROX2"
"ENSG00000166851","NM_005030","PLK1"
"ENSG00000123219","NM_001267038","CENPK"
"ENSG00000066455","NM_005113","GOLGA5"
"ENSG00000123219","NM_022145","CENPK"
"ENSG00000212123","NM_001134316","PRR22"
"ENSG00000100968","NM_001198967","NFATC4"
"ENSG00000100968","NM_001136022","NFATC4"
"ENSG00000140939","NM_001276312","NOL3"
"ENSG00000140939","NM_001276319","NOL3"
"ENSG00000140939","NM_001276309","NOL3"
"ENSG00000140939","NM_001185057","NOL3"
"ENSG00000140939","NM_003946","NOL3"
"ENSG00000027644","NM_014215","INSRR"
"ENSG00000134627","NM_152431","PIWIL4"
"ENSG00000196371","NM_002033","FUT4"
"ENSG00000100968","NM_001198965","NFATC4"
"ENSG00000184988","NM_145041","TMEM106A"
"ENSG00000244274","NM_001048221","DBNDD2"
"ENSG00000244274","NM_001048222","DBNDD2"
"ENSG00000239697","NM_003809","TNFSF12"
"ENSG00000244274","NM_001197140","DBNDD2"
"ENSG00000178035","NM_000884","IMPDH2"
"ENSG00000100968","NM_004554","NFATC4"
"ENSG00000244274","NM_018478","DBNDD2"
"ENSG00000244274","NM_001048224","DBNDD2"
"ENSG00000141543","NM_014740","EIF4A3"
"ENSG00000244274","NM_001048223","DBNDD2"
"ENSG00000244274","NM_001197139","DBNDD2"
"ENSG00000100968","NM_001198966","NFATC4"
"ENSG00000244274","NM_001048226","DBNDD2"
"ENSG00000244274","NM_001048225","DBNDD2"
"ENSG00000100968","NM_001288802","NFATC4"
"ENSG00000138777","NM_176869","PPA2"
"ENSG00000138777","NM_006903","PPA2"
"ENSG00000196123","NM_001040715","KIAA0895L"
"ENSG00000185043","NM_006384","CIB1"
"ENSG00000185043","NM_001277764","CIB1"
"ENSG00000138777","NM_176867","PPA2"
"ENSG00000138777","NM_176866","PPA2"
"ENSG00000166025","NM_130847","AMOTL1"
"ENSG00000141994","NM_001161619","DUS3L"
"ENSG00000141994","NM_020175","DUS3L"
"ENSG00000177731","NM_002018","FLII"
"ENSG00000198218","NM_198880","QRICH1"
"ENSG00000177731","NM_001256265","FLII"
"ENSG00000106355","NM_012322","LSM5"
"ENSG00000106355","NM_001130710","LSM5"
"ENSG00000198218","NM_017730","QRICH1"
"ENSG00000177731","NM_001256264","FLII"
"ENSG00000106355","NM_001139499","LSM5"
"ENSG00000174233","NM_020983","ADCY6"
"ENSG00000174233","NM_015270","ADCY6"
"ENSG00000131773","NM_006558","KHDRBS3"
"ENSG00000198765","NM_003176","SYCP1"
"ENSG00000198765","NM_001282541","SYCP1"
"ENSG00000163515","NM_032579","RETNLB"
"ENSG00000118307","NM_001082972","CASC1"
"ENSG00000118307","NM_018272","CASC1"
"ENSG00000118307","NM_001082973","CASC1"
"ENSG00000118307","NM_001204102","CASC1"
"ENSG00000163519","NM_016388","TRAT1"
"ENSG00000118307","NM_001204101","CASC1"
"ENSG00000197757","NM_153693","HOXC6"
"ENSG00000134398","NM_033266","ERN2"
"ENSG00000134200","NM_000549","TSHB"
"ENSG00000134200","NM_001277991","TSHB"
"ENSG00000197757","NM_004503","HOXC6"
"ENSG00000124155","NM_015937","PIGT"
"ENSG00000127463","NM_001271427","EMC1"
"ENSG00000127463","NM_001271428","EMC1"
"ENSG00000127463","NM_015047","EMC1"
"ENSG00000124155","NM_001184730","PIGT"
"ENSG00000166869","NM_022097","CHP2"
"ENSG00000124155","NM_001184729","PIGT"
"ENSG00000127463","NM_001271429","EMC1"
"ENSG00000171119","NM_004558","NRTN"
"ENSG00000141527","NM_001257970","CARD14"
"ENSG00000100604","NM_001275","CHGA"
"ENSG00000124155","NM_001184728","PIGT"
"ENSG00000141527","NM_024110","CARD14"
"ENSG00000134198","NM_005725","TSPAN2"
"ENSG00000186280","NM_018039","KDM4D"
"ENSG00000147724","NM_015912","FAM135B"
"ENSG00000169714","NM_001127194","CNBP"
"ENSG00000169714","NM_001127196","CNBP"
"ENSG00000169714","NM_001127195","CNBP"
"ENSG00000183208","NM_001013657","GDPGP1"
"ENSG00000007168","NM_000430","PAFAH1B1"
"ENSG00000235268","NM_001161630","KDM4E"
"ENSG00000169714","NM_003418","CNBP"
"ENSG00000169714","NM_001127193","CNBP"
"ENSG00000169714","NM_001127192","CNBP"
"ENSG00000134259","NM_002506","NGF"
"ENSG00000187800","NM_001080471","PEAR1"
"ENSG00000149218","NM_015036","ENDOD1"
"ENSG00000130477","NM_001080421","UNC13A"
"ENSG00000213471","NM_001029964","TTLL13"
"ENSG00000115239","NM_016115","GPR75-ASB3"
"ENSG00000172331","NM_001724","BPGM"
"ENSG00000166501","NM_212535","PRKCB"
"ENSG00000172331","NM_199186","BPGM"
"ENSG00000180879","NM_001204526","SSR4"
"ENSG00000166501","NM_002738","PRKCB"
"ENSG00000180879","NM_001204527","SSR4"
"ENSG00000182768","NM_001033088","NGRN"
"ENSG00000180879","NM_006280","SSR4"
"ENSG00000009950","NM_032953","MLXIPL"
"ENSG00000009950","NM_032951","MLXIPL"
"ENSG00000009950","NM_032954","MLXIPL"
"ENSG00000009950","NM_032952","MLXIPL"
"ENSG00000149212","NM_144665","SESN3"
"ENSG00000115239","NM_001201965","GPR75-ASB3"
"ENSG00000149212","NM_001271594","SESN3"
"ENSG00000113593","NM_001278927","PPWD1"
"ENSG00000113593","NM_015342","PPWD1"
"ENSG00000173218","NM_001172412","VANGL1"
"ENSG00000196391","NM_001004309","ZNF774"
"ENSG00000180806","NM_006897","HOXC9"
"ENSG00000115239","NM_145863","GPR75-ASB3"
"ENSG00000173218","NM_001172411","VANGL1"
"ENSG00000173218","NM_138959","VANGL1"
"ENSG00000156413","NM_001040701","FUT6"
"ENSG00000115239","NM_001164165","GPR75-ASB3"
"ENSG00000113593","NM_001278926","PPWD1"
"ENSG00000179044","NM_178516","EXOC3L1"
"ENSG00000113593","NM_001278929","PPWD1"
"ENSG00000156413","NM_000150","FUT6"
"ENSG00000165588","NM_001270524","OTX2"
"ENSG00000165588","NM_021728","OTX2"
"ENSG00000165588","NM_001270523","OTX2"
"ENSG00000165588","NM_001270525","OTX2"
"ENSG00000138472","NM_005459","GUCA1C"
"ENSG00000067840","NM_032512","PDZD4"
"ENSG00000119689","NM_001933","DLST"
"ENSG00000248871","NM_172089","TNFSF12-TNFSF13"
"ENSG00000160838","NM_144702","LRRC71"
"ENSG00000077458","NM_144664","FAM76B"
"ENSG00000118729","NM_001232","CASQ2"
"ENSG00000171124","NM_001097641","FUT3"
"ENSG00000171124","NM_001097640","FUT3"
"ENSG00000171124","NM_000149","FUT3"
"ENSG00000171124","NM_001097639","FUT3"
"ENSG00000185267","NM_001029954","CDNF"
"ENSG00000205250","NM_001950","E2F4"
"ENSG00000164713","NM_001159491","BRI3"
"ENSG00000177551","NM_005599","NHLH2"
"ENSG00000177551","NM_001111061","NHLH2"
"ENSG00000164713","NM_015379","BRI3"
"ENSG00000130383","NM_002034","FUT5"
"ENSG00000175906","NM_001661","ARL4D"
"ENSG00000006116","NM_006539","CACNG3"
"ENSG00000161955","NM_001198624","TNFSF13"
"ENSG00000053372","NM_016183","MRTO4"
"ENSG00000161955","NM_172087","TNFSF13"
"ENSG00000161955","NM_003808","TNFSF13"
"ENSG00000161955","NM_172088","TNFSF13"
"ENSG00000161955","NM_001198623","TNFSF13"
"ENSG00000107554","NM_015221","DNMBP"
"ENSG00000163393","NM_018420","SLC22A15"
"ENSG00000140575","NM_003870","IQGAP1"
"ENSG00000173212","NM_152367","MAB21L3"
"ENSG00000130479","NM_018174","MAP1S"
"ENSG00000101443","NM_006103","WFDC2"
"ENSG00000169436","NM_152888","COL22A1"
"ENSG00000101446","NM_006652","SPINT3"
"ENSG00000243543","NM_080827","WFDC6"
"ENSG00000166037","NM_001243776","CEP57"
"ENSG00000166037","NM_014679","CEP57"
"ENSG00000121989","NM_001616","ACVR2A"
"ENSG00000121989","NM_001278579","ACVR2A"
"ENSG00000121989","NM_001278580","ACVR2A"
"ENSG00000166037","NM_001243777","CEP57"
"ENSG00000122786","NM_004342","CALD1"
"ENSG00000101448","NM_020398","EPPIN"
"ENSG00000167535","NM_001206917","CACNB3"
"ENSG00000122786","NM_033138","CALD1"
"ENSG00000122786","NM_033157","CALD1"
"ENSG00000167535","NM_001206916","CACNB3"
"ENSG00000122786","NM_033140","CALD1"
"ENSG00000122786","NM_033139","CALD1"
"ENSG00000187522","NM_016299","HSPA14"
"ENSG00000167535","NM_000725","CACNB3"
"ENSG00000167535","NM_001206915","CACNB3"
"ENSG00000162482","NM_012067","AKR7A3"
"ENSG00000187522","NM_001278205","HSPA14"
"ENSG00000132361","NM_015229","CLUH"
"ENSG00000122257","NM_006910","RBBP6"
"ENSG00000037965","NM_022658","HOXC8"
"ENSG00000122257","NM_032626","RBBP6"
"ENSG00000122257","NM_018703","RBBP6"
"ENSG00000198353","NM_014620","HOXC4"
"ENSG00000111642","NM_001273","CHD4"
"ENSG00000163399","NM_000701","ATP1A1"
"ENSG00000006453","NM_018842","BAIAP2L1"
"ENSG00000174886","NM_001193375","NDUFA11"
"ENSG00000102890","NM_024712","ELMO3"
"ENSG00000174886","NM_175614","NDUFA11"
"ENSG00000053371","NM_003689","AKR7A2"
"ENSG00000172789","NM_018953","HOXC5"
"ENSG00000163399","NM_001160233","ATP1A1"
"ENSG00000187650","NM_001017921","VMAC"
"ENSG00000163399","NM_001160234","ATP1A1"
"ENSG00000273266","NM_153633","HOXC4"
"ENSG00000114487","NM_014429","MORC1"
"ENSG00000105519","NM_004058","CAPS"
"ENSG00000105519","NM_080590","CAPS"
"ENSG00000116815","NM_001779","CD58"
"ENSG00000116815","NM_001144822","CD58"
"ENSG00000123415","NM_001243788","SMUG1"
"ENSG00000123415","NM_014311","SMUG1"
"ENSG00000123415","NM_001243787","SMUG1"
"ENSG00000123415","NM_001243790","SMUG1"
"ENSG00000123415","NM_001243789","SMUG1"
"ENSG00000123415","NM_001243791","SMUG1"
"ENSG00000198208","NM_031464","RPS6KL1"
"ENSG00000115947","NM_001190882","ORC4"
"ENSG00000115947","NM_002552","ORC4"
"ENSG00000115947","NM_001190879","ORC4"
"ENSG00000115947","NM_181741","ORC4"
"ENSG00000087053","NM_016156","MTMR2"
"ENSG00000087053","NM_201281","MTMR2"
"ENSG00000100605","NM_001142594","ITPK1"
"ENSG00000100605","NM_001142593","ITPK1"
"ENSG00000100605","NM_014216","ITPK1"
"ENSG00000087053","NM_001243571","MTMR2"
"ENSG00000087053","NM_201278","MTMR2"
"ENSG00000183873","NM_001160160","SCN5A"
"ENSG00000183873","NM_001099404","SCN5A"
"ENSG00000115947","NM_181742","ORC4"
"ENSG00000115947","NM_001190881","ORC4"
"ENSG00000183873","NM_001160161","SCN5A"
"ENSG00000183873","NM_000335","SCN5A"
"ENSG00000183873","NM_198056","SCN5A"
"ENSG00000183873","NM_001099405","SCN5A"
"ENSG00000106236","NM_002523","NPTX2"
"ENSG00000120054","NM_001308","CPN1"
"ENSG00000132694","NM_198236","ARHGEF11"
"ENSG00000143061","NM_001007237","IGSF3"
"ENSG00000205707","NM_001001660","LYRM5"
"ENSG00000143061","NM_001542","IGSF3"
"ENSG00000132694","NM_014784","ARHGEF11"
"ENSG00000181789","NM_016128","COPG1"
"ENSG00000203864","NM_001013643","C1orf137"
"ENSG00000161956","NM_015670","SENP3"
"ENSG00000040487","NM_017765","PQLC2"
"ENSG00000067596","NM_004941","DHX8"
"ENSG00000040487","NM_001040125","PQLC2"
"ENSG00000040487","NM_001287531","PQLC2"
"ENSG00000040487","NM_001040126","PQLC2"
"ENSG00000163530","NM_138815","DPPA2"
"ENSG00000198910","NM_001278116","L1CAM"
"ENSG00000105778","NM_015060","AVL9"
"ENSG00000172053","NM_001272073","QARS"
"ENSG00000172053","NM_005051","QARS"
"ENSG00000116824","NM_001767","CD2"
"ENSG00000253831","NM_001004341","ETV3L"
"ENSG00000121570","NM_018189","DPPA4"
"ENSG00000198910","NM_024003","L1CAM"
"ENSG00000198910","NM_000425","L1CAM"
"ENSG00000166448","NM_001134450","TMEM130"
"ENSG00000166448","NM_152913","TMEM130"
"ENSG00000198910","NM_001143963","L1CAM"
"ENSG00000166448","NM_001134451","TMEM130"
"ENSG00000170852","NM_015483","KBTBD2"
"ENSG00000236699","NM_017700","ARHGEF38"
"ENSG00000236699","NM_001242729","ARHGEF38"
"ENSG00000094916","NM_012117","CBX5"
"ENSG00000133703","NM_004985","KRAS"
"ENSG00000094916","NM_001127321","CBX5"
"ENSG00000181523","NM_000199","SGSH"
"ENSG00000133703","NM_033360","KRAS"
"ENSG00000094916","NM_001127322","CBX5"
"ENSG00000134247","NM_020440","PTGFRN"
"ENSG00000031823","NM_007322","RANBP3"
"ENSG00000031823","NM_003624","RANBP3"
"ENSG00000031823","NM_007320","RANBP3"
"ENSG00000117036","NM_001145312","ETV3"
"ENSG00000117036","NM_005240","ETV3"
"ENSG00000077549","NM_001206541","CAPZB"
"ENSG00000077549","NM_001206540","CAPZB"
"ENSG00000135250","NM_182692","SRPK2"
"ENSG00000135250","NM_182691","SRPK2"
"ENSG00000070367","NM_006544","EXOC5"
"ENSG00000077549","NM_004930","CAPZB"
"ENSG00000077549","NM_001282162","CAPZB"
"ENSG00000135250","NM_001278273","SRPK2"
"ENSG00000122642","NM_007270","FKBP9"
"ENSG00000152936","NM_152590","IFLTD1"
"ENSG00000152936","NM_001256266","IFLTD1"
"ENSG00000152936","NM_001145728","IFLTD1"
"ENSG00000152936","NM_001145727","IFLTD1"
"ENSG00000152936","NM_001145729","IFLTD1"
"ENSG00000122642","NM_001284341","FKBP9"
"ENSG00000184384","NM_032427","MAML2"
"ENSG00000122642","NM_001284343","FKBP9"
"ENSG00000176428","NM_001077621","VPS37D"
"ENSG00000165943","NM_022151","MOAP1"
"ENSG00000134256","NM_004258","CD101"
"ENSG00000134256","NM_001256106","CD101"
"ENSG00000134256","NM_001256109","CD101"
"ENSG00000134256","NM_001256111","CD101"
"ENSG00000153485","NM_015676","TMEM251"
"ENSG00000153485","NM_001098621","TMEM251"
"ENSG00000113595","NM_001656","TRIM23"
"ENSG00000113595","NM_033227","TRIM23"
"ENSG00000113595","NM_033228","TRIM23"
"ENSG00000053770","NM_018229","AP5M1"
"ENSG00000149231","NM_024725","CCDC82"
"ENSG00000119630","NM_002632","PGF"
"ENSG00000119630","NM_001207012","PGF"
"ENSG00000176410","NM_032317","DNAJC30"
"ENSG00000183340","NM_001261833","JRKL"
"ENSG00000183340","NM_003772","JRKL"
"ENSG00000213760","NM_001204078","ATP6V1G2"
"ENSG00000213760","NM_138282","ATP6V1G2"
"ENSG00000213760","NM_130463","ATP6V1G2"
"ENSG00000116830","NM_003594","TTF2"
"ENSG00000138785","NM_020395","INTS12"
"ENSG00000138785","NM_001142471","INTS12"
"ENSG00000122643","NM_016489","NT5C3A"
"ENSG00000107566","NM_006459","ERLIN1"
"ENSG00000107566","NM_001100626","ERLIN1"
"ENSG00000122643","NM_001002010","NT5C3A"
"ENSG00000122643","NM_001002009","NT5C3A"
"ENSG00000090905","NM_014494","TNRC6A"
"ENSG00000122643","NM_001166118","NT5C3A"
"ENSG00000130475","NM_001161357","FCHO1"
"ENSG00000130475","NM_001161358","FCHO1"
"ENSG00000204498","NM_001144962","NFKBIL1"
"ENSG00000204498","NM_001144963","NFKBIL1"
"ENSG00000204498","NM_005007","NFKBIL1"
"ENSG00000149972","NM_001243271","CNTN5"
"ENSG00000204498","NM_001144961","NFKBIL1"
"ENSG00000130475","NM_015122","FCHO1"
"ENSG00000149972","NM_001243270","CNTN5"
"ENSG00000149972","NM_014361","CNTN5"
"ENSG00000149972","NM_175566","CNTN5"
"ENSG00000185313","NM_006514","SCN10A"
"ENSG00000130475","NM_001161359","FCHO1"
"ENSG00000071462","NM_017528","WBSCR22"
"ENSG00000134253","NM_025188","TRIM45"
"ENSG00000134253","NM_001145635","TRIM45"
"ENSG00000138780","NM_024751","GSTCD"
"ENSG00000138780","NM_001031720","GSTCD"
"ENSG00000173436","NM_001032363","MINOS1"
"ENSG00000173436","NM_001204083","MINOS1"
"ENSG00000173436","NM_001204082","MINOS1"
"ENSG00000071462","NM_001202560","WBSCR22"
"ENSG00000145014","NM_001166305","TMEM44"
"ENSG00000169427","NM_001282534","KCNK9"
"ENSG00000270136","NM_001204089","MINOS1-NBL1"
"ENSG00000169427","NM_016601","KCNK9"
"ENSG00000139977","NM_001011713","NAA30"
"ENSG00000213341","NM_001278","CHUK"
"ENSG00000125122","NM_012163","LRRC29"
"ENSG00000125122","NM_001004055","LRRC29"
"ENSG00000184574","NM_020400","LPAR5"
"ENSG00000184574","NM_001142961","LPAR5"
"ENSG00000134258","NM_024626","VTCN1"
"ENSG00000145014","NM_001011655","TMEM44"
"ENSG00000145014","NM_001166306","TMEM44"
"ENSG00000134258","NM_001253850","VTCN1"
"ENSG00000134258","NM_001253849","VTCN1"
"ENSG00000168701","NM_014187","TMEM208"
"ENSG00000145014","NM_138399","TMEM44"
"ENSG00000100557","NM_018168","C14orf105"
"ENSG00000100557","NM_001283057","C14orf105"
"ENSG00000165895","NM_152432","ARHGAP42"
"ENSG00000100557","NM_001283056","C14orf105"
"ENSG00000100557","NM_001283060","C14orf105"
"ENSG00000143297","NM_001195388","FCRL5"
"ENSG00000143297","NM_031281","FCRL5"
"ENSG00000158865","NM_052944","SLC5A11"
"ENSG00000158865","NM_001258413","SLC5A11"
"ENSG00000198162","NM_006699","MAN1A2"
"ENSG00000196367","NM_001244580","TRRAP"
"ENSG00000196367","NM_003496","TRRAP"
"ENSG00000168356","NM_014139","SCN11A"
"ENSG00000168356","NM_001287223","SCN11A"
"ENSG00000158865","NM_001258411","SLC5A11"
"ENSG00000158865","NM_001258412","SLC5A11"
"ENSG00000158865","NM_001258414","SLC5A11"
"ENSG00000158747","NM_182744","NBL1"
"ENSG00000158747","NM_005380","NBL1"
"ENSG00000158747","NM_001278166","NBL1"
"ENSG00000158747","NM_001278164","NBL1"
"ENSG00000158747","NM_001204085","NBL1"
"ENSG00000235162","NM_001145199","C12orf75"
"ENSG00000183508","NM_017709","FAM46C"
"ENSG00000135723","NM_013241","FHOD1"
"ENSG00000158747","NM_001204086","NBL1"
"ENSG00000158747","NM_001204084","NBL1"
"ENSG00000158747","NM_001204088","NBL1"
"ENSG00000158747","NM_001278165","NBL1"
"ENSG00000164610","NM_203288","RP9"
"ENSG00000167632","NM_031466","TRAPPC9"
"ENSG00000158748","NM_000871","HTR6"
"ENSG00000167632","NM_001160372","TRAPPC9"
"ENSG00000170647","NM_032021","TMEM133"
"ENSG00000161960","NM_001416","EIF4A1"
"ENSG00000111644","NM_032489","ACRBP"
"ENSG00000113597","NM_001093755","TRAPPC13"
"ENSG00000113597","NM_024941","TRAPPC13"
"ENSG00000161960","NM_001204510","EIF4A1"
"ENSG00000205978","NM_025081","NYNRIN"
"ENSG00000113597","NM_001243737","TRAPPC13"
"ENSG00000113597","NM_001093756","TRAPPC13"
"ENSG00000162542","NM_181719","TMCO4"
"ENSG00000151812","NM_001206920","SLC35F4"
"ENSG00000135740","NM_004594","SLC9A5"
"ENSG00000196505","NM_017686","GDAP2"
"ENSG00000196505","NM_001135589","GDAP2"
"ENSG00000087903","NM_000635","RFX2"
"ENSG00000087903","NM_134433","RFX2"
"ENSG00000132359","NM_015085","RAP1GAP2"
"ENSG00000132359","NM_001100398","RAP1GAP2"
"ENSG00000074590","NM_014840","NUAK1"
"ENSG00000226979","NM_001159740","LTA"
"ENSG00000174243","NM_004818","DDX23"
"ENSG00000226979","NM_000595","LTA"
