Ensembl_gene_id	Omim_gene_description
ENSG00000184895	46XX sex reversal 1, 400045 (3); 46XY sex reversal 1, 400044 (3)
ENSG00000184908	Bartter syndrome, type 3, 607364 (3), Autosomal recessive; Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive
ENSG00000184937	Denys-Drash syndrome, 194080 (3), Autosomal dominant, Somatic mutation; Frasier syndrome, 136680 (3), Autosomal dominant, Somatic mutation; Meacham syndrome, 608978 (3); Mesothelioma, somatic, 156240 (3); Nephrotic syndrome, type 4, 256370 (3), Autosomal dominant; Wilms tumor, type 1, 194070 (3), Autosomal dominant, Somatic mutation
ENSG00000184979	Pseudo-TORCH syndrome 2, 617397 (3), Autosomal recessive
ENSG00000184983	Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial
ENSG00000185000	?Diarrhea 7, 615863 (3), Autosomal recessive
ENSG00000185002	Mitchell-Riley syndrome, 615710 (3), Autosomal recessive
ENSG00000185008	Vesicoureteral reflux 2, 610878 (3)
ENSG00000185010	Hemophilia A, 306700 (3), X-linked recessive
ENSG00000185024	Cerebellofaciodental syndrome, 616202 (3), Autosomal recessive
ENSG00000185100	Myopathy, distal, 5, 617030 (3), Autosomal recessive
ENSG00000185115	Lung disease, immunodeficiency, and chromosome breakage syndrome, 617241 (3), Autosomal recessive
ENSG00000185129	Mental retardation, autosomal dominant 31, 616158 (3), Autosomal dominant
ENSG00000185231	Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200 (3), Autosomal recessive
ENSG00000185236	Neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter, 617807 (3), Autosomal dominant
ENSG00000185245	Bernard-Soulier syndrome, type A1 (recessive), 231200 (3), Autosomal recessive; Bernard-Soulier syndrome, type A2 (dominant), 153670 (3), Autosomal dominant; {Nonarteritic anterior ischemic optic neuropathy, susceptibility to}, 258660 (3), Autosomal recessive; von Willebrand disease, platelet-type, 177820 (3), Autosomal dominant
ENSG00000185303	Pulmonary fibrosis, idiopathic, 178500 (3), Autosomal dominant
ENSG00000185313	Episodic pain syndrome, familial, 2, 615551 (3), Autosomal dominant
ENSG00000185324	Al Kaissi syndrome, 617694 (3), Autosomal recessive
ENSG00000185339	Transcobalamin II deficiency, 275350 (3), Autosomal recessive
ENSG00000185344	Cutis laxa, autosomal recessive, type IIA, 219200 (3), Autosomal recessive; Wrinkly skin syndrome, 278250 (3), Autosomal recessive
ENSG00000185345	Adenocarcinoma of lung, somatic, 211980 (3); Adenocarcinoma, ovarian, somatic, 167000 (3); {Leprosy, susceptibility to}, 607572 (3); Parkinson disease, juvenile, type 2, 600116 (3), Autosomal recessive
ENSG00000185379	{Breast-ovarian cancer, familial, susceptibility to, 4}, 614291 (3)
ENSG00000185479	Pachyonychia congenita 4, 615728 (3)
ENSG00000185482	Myopathy, congenital, Baily-Bloch, 255995 (3), Autosomal recessive
ENSG00000185483	?Deafness, autosomal recessive 108, 617654 (3), Autosomal recessive
ENSG00000185499	Medullary cystic kidney disease 1, 174000 (3), Autosomal dominant
ENSG00000185507	?Immunodeficiency 39, 616345 (3), Autosomal recessive
ENSG00000185527	Retinitis pigmentosa 57, 613582 (3), Autosomal recessive
ENSG00000185532	Aortic aneurysm, familial thoracic 8, 615436 (3), Autosomal dominant
ENSG00000185551	Congenital heart defects, multiple types, 4, 615779 (3), Autosomal dominant
ENSG00000185624	Cole-Carpenter syndrome 1, 112240 (3), Autosomal dominant
ENSG00000185630	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, 617641 (3), Autosomal dominant
ENSG00000185760	Mental retardation, autosomal dominant 46, 617601 (3), Autosomal dominant
ENSG00000185803	Brown-Vialetto-Van Laere syndrome 2, 614707 (3), Autosomal recessive
ENSG00000185808	?Epileptic encephalopathy, early infantile, 55, 617599 (3), Autosomal recessive
ENSG00000185811	Immunodeficiency, common variable, 13, 616873 (3), Autosomal dominant
ENSG00000185818	?N-acetylaspartate deficiency, 614063 (3), Autosomal recessive
ENSG00000185825	Deafness, dystonia, and cerebral hypomyelination, 300475 (3), X-linked recessive
ENSG00000185900	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12, 615249 (3), Autosomal recessive; ?Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 12, 616094 (3), Autosomal recessive
ENSG00000185909	{Hodgkin lymphoma, susceptibility to}, 236000 (3), Autosomal recessive
ENSG00000185920	Basal cell carcinoma, somatic, 605462 (3); Basal cell nevus syndrome, 109400 (3), Autosomal dominant; Holoprosencephaly 7, 610828 (3), Autosomal dominant
ENSG00000185950	{Diabetes mellitus, noninsulin-dependent}, 125853 (3), Autosomal dominant
ENSG00000185960	Langer mesomelic dysplasia, 249700 (3), Autosomal recessive; Leri-Weill dyschondrosteosis, 127300 (3), Autosomal dominant; Short stature, idiopathic familial, 300582 (3),Langer mesomelic dysplasia, 249700 (3), Autosomal recessive; Leri-Weill dyschondrosteosis, 127300 (3), Autosomal dominant; Short stature, idiopathic familial, 300582 (3)
ENSG00000185963	Spinal muscular atrophy, lower extremity-predominant, 2, AD, 615290 (3), Autosomal dominant
ENSG00000185973	{Autism, susceptibility to, X-linked 6}, 300872 (3), X-linked recessive
ENSG00000185974	Oguchi disease-2, 613411 (3)
ENSG00000186010	?Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial; {Thyroid carcinoma, Hurthle cell}, 607464 (3)
ENSG00000186051	Leukemia, T-cell acute lymphocytic, somatic, 613065 (3)
ENSG00000186073	Dyserythropoietic anemia, congenital, type Ib, 615631 (3), Autosomal recessive
ENSG00000186081	Dowling-Degos disease 1, 179850 (3), Autosomal dominant; Epidermolysis bullosa simplex, Dowling-Meara type, 131760 (3), Autosomal dominant; Epidermolysis bullosa simplex, Koebner type, 131900 (3), Autosomal dominant; Epidermolysis bullosa simplex, Weber-Cockayne type, 131800 (3), Autosomal dominant; Epidermolysis bullosa simplex, recessive 1, 601001 (3), Autosomal recessive; Epidermolysis bullosa simplex-MCR, 609352 (3); Epidermolysis bullosa simplex-MP, 131960 (3), Autosomal dominant
ENSG00000186104	Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3), Autosomal recessive
ENSG00000186111	Lethal congenital contractural syndrome 3, 611369 (3), Autosomal recessive
ENSG00000186153	Epileptic encephalopathy, early infantile, 28, 616211 (3), Autosomal recessive; Esophageal squamous cell carcinoma, somatic, 133239 (3); Spinocerebellar ataxia, autosomal recessive 12, 614322 (3), Autosomal recessive
ENSG00000186184	Treacher Collins syndrome 2, 613717 (3), Autosomal recessive, Autosomal dominant
ENSG00000186188	{Obesity, susceptibility to}, 607514 (3)
ENSG00000186197	Ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant, 614940 (3), Autosomal dominant; Ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive, 614941 (3), Autosomal recessive
ENSG00000186326	Bradyopsia, 608415 (3)
ENSG00000186335	Hyperglycinuria, 138500 (3), Autosomal dominant; Iminoglycinuria, digenic, 242600 (3), Autosomal recessive, Digenic recessive
ENSG00000186340	{Lumbar disc herniation, susceptibility to}, 603932 (3)
ENSG00000186395	Epidermolytic hyperkeratosis, 113800 (3), Autosomal recessive, Autosomal dominant; Ichthyosis with confetti, 609165 (3), Autosomal dominant; Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3), Autosomal dominant
ENSG00000186417	Lethal congenital contracture syndrome 11, 617194 (3), Autosomal recessive
ENSG00000186439	Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, 615441 (3), Autosomal recessive
ENSG00000186442	Meesmann corneal dystrophy, 122100 (3), Autosomal dominant
ENSG00000186468	Brachycephaly, trichomegaly, and developmental delay, 617412 (3), Autosomal dominant
ENSG00000186472	?Pontocerebellar hypoplasia, type 3, 608027 (3), Autosomal recessive
ENSG00000186487	Mental retardation, autosomal dominant 39, 616521 (3), Autosomal dominant
ENSG00000186510	Bartter syndrome, type 4b, digenic, 613090 (3), Digenic recessive
ENSG00000186575	Meningioma, NF2-related, somatic, 607174 (3); Neurofibromatosis, type 2, 101000 (3), Autosomal dominant; Schwannomatosis, somatic, 162091 (3)
ENSG00000186687	Mitochondrial complex III deficiency, nuclear type 8, 615838 (3), Autosomal recessive
ENSG00000186716	Leukemia, acute lymphocytic, somatic, 613065 (3); Leukemia, chronic myeloid, somatic, 608232 (3)
ENSG00000186765	Retinitis pigmentosa 30, 607921 (3)
ENSG00000186790	Anterior segment dysgenesis 2, multiple subtypes, 610256 (3), Autosomal recessive; {Aortic aneurysm, familial thoracic 11, susceptibility to}, 617349 (3), Autosomal dominant; Cataract 34, multiple types, 612968 (3)
ENSG00000186795	{Migraine, with or without aura, susceptibility to, 13}, 613656 (3)
ENSG00000186827	?Immunodeficiency 16, 615593 (3), Autosomal recessive
ENSG00000186832	Pachyonychia congenita 1, 167200 (3), Autosomal dominant; Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3), Autosomal dominant
ENSG00000186847	Dermatopathia pigmentosa reticularis, 125595 (3), Autosomal dominant; Epidermolysis bullosa simplex, Dowling-Meara type, 131760 (3), Autosomal dominant; Epidermolysis bullosa simplex, Koebner type, 131900 (3), Autosomal dominant; Epidermolysis bullosa simplex, Weber-Cockayne type, 131800 (3), Autosomal dominant; Epidermolysis bullosa simplex, recessive 1, 601001 (3), Autosomal recessive; Naegeli-Franceschetti-Jadassohn syndrome, 161000 (3), Autosomal dominant
ENSG00000186862	Deafness, autosomal recessive 57, 618003 (3), Autosomal recessive; {Retinal disease in Usher syndrome type IIA, modifier of}, 276901 (3), Autosomal recessive; Usher syndrome, type IIC, GPR98/PDZD7 digenic, 605472 (3), Autosomal recessive
ENSG00000186868	Dementia, frontotemporal, with or without parkinsonism, 600274 (3), Autosomal dominant; {Parkinson disease, susceptibility to}, 168600 (3), Isolated cases, Multifactorial; Pick disease, 172700 (3), Autosomal dominant, Isolated cases; Supranuclear palsy, progressive, 601104 (3), Autosomal dominant; Supranuclear palsy, progressive atypical, 260540 (3), Autosomal recessive
ENSG00000186895	Deafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3), Autosomal recessive
ENSG00000186951	{Hyperapobetalipoproteinemia, susceptibility to} (3)
ENSG00000187010	[Rh-negative blood type] (3)
ENSG00000187017	Deafness, autosomal recessive 36, 609006 (3), Autosomal recessive; Deafness, neurosensory, without vestibular involvement, autosomal dominant (3)
ENSG00000187045	Iron-refractory iron deficiency anemia, 206200 (3), Autosomal recessive
ENSG00000187049	Joubert syndrome 2, 608091 (3), Autosomal recessive; Meckel syndrome 2, 603194 (3), Autosomal recessive
ENSG00000187079	Sveinsson chorioretinal atrophy, 108985 (3), Autosomal dominant
ENSG00000187091	Nail disorder, nonsyndromic congenital, 3, (leukonychia), 151600 (3), Autosomal recessive, Autosomal dominant
ENSG00000187098	COMMAD syndrome, 617306 (3), Autosomal recessive; {Melanoma, cutaneous malignant, susceptibility to, 8}, 614456 (3); Tietz albinism-deafness syndrome, 103500 (3), Autosomal dominant; Waardenburg syndrome, type 2A, 193510 (3), Autosomal dominant; Waardenburg syndrome/ocular albinism, digenic, 103470 (3), Autosomal dominant
ENSG00000187140	{Autoimmune disease, susceptibility to, 1}, 607836 (3), Autosomal dominant
ENSG00000187240	Short-rib thoracic dysplasia 3 with or without polydactyly, 613091 (3), Autosomal recessive, Digenic recessive
ENSG00000187242	Meesmann corneal dystrophy, 122100 (3), Autosomal dominant
ENSG00000187244	[Blood group, Auberger system], 111200 (3); [Blood group, Lutheran null], 247420 (3), Autosomal recessive; [Blood group, Lutheran system], 111200 (3)
ENSG00000187258	{Asthma, susceptibility to, 2}, 608584 (3)
ENSG00000187266	[Erythrocytosis, familial, 1], 133100 (3), Autosomal dominant
ENSG00000187288	?Lipodystrophy, familial partial, type 5, 615238 (3), Autosomal recessive
ENSG00000187323	Colorectal cancer, somatic, 114500 (3); Esophageal carcinoma, somatic, 133239 (3); Gaze palsy, familial horizontal, with progressive scoliosis, 2, 617542 (3), Autosomal recessive; Mirror movements 1 and/or agenesis of the corpus callosum, 157600 (3), Autosomal dominant
ENSG00000187391	Nephrotic syndrome, type 15, 617609 (3), Autosomal recessive
ENSG00000187486	Diabetes mellitus, transient neonatal, 3, 610582 (3), Autosomal dominant; {Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant; Diabetes, permanent neonatal, with or without neurologic features, 606176 (3), Autosomal recessive, Autosomal dominant; Hyperinsulinemic hypoglycemia, familial, 2, 601820 (3), Autosomal recessive; Maturity-onset diabetes of the young, type 13, 616329 (3), Autosomal dominant
ENSG00000187498	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps, 611773 (3), Autosomal dominant; Brain small vessel disease with or without ocular anomalies, 607595 (3), Autosomal dominant; {Hemorrhage, intracerebral, susceptibility to}, 614519 (3); Porencephaly 1, 175780 (3), Autosomal dominant; ?Retinal arteries, tortuosity of, 180000 (3), Autosomal dominant; Schizencephaly, 269160 (3)
ENSG00000187535	Retinitis pigmentosa 80, 617781 (3), Autosomal recessive; Short-rib thoracic dysplasia 9 with or without polydactyly, 266920 (3), Autosomal recessive
ENSG00000187553	Focal facial dermal dysplasia 4, 614974 (3), Autosomal recessive
ENSG00000187554	{Legionnaire disease, susceptibility to}, 608556 (3); {Melioidosis, susceptibility to}, 615557 (3); {Systemic lupus erythematosus, resistance to}, 601744 (3); {Systemic lupus erythematosus, susceptibility to, 1}, 601744 (3)
ENSG00000187566	Epilepsy, progressive myoclonic 2B (Lafora), 254780 (3), Autosomal recessive
ENSG00000187608	Immunodeficiency 38, 616126 (3), Autosomal recessive
ENSG00000187616	Carey-Fineman-Ziter syndrome, 254940 (3), Autosomal recessive
ENSG00000187676	Peters-plus syndrome, 261540 (3), Autosomal recessive
ENSG00000187678	Hypogonadotropic hypogonadism 17 with or without anosmia, 615266 (3), Autosomal dominant
ENSG00000187689	?Amelogenesis imperfecta, type IIIB, 617607 (3), Autosomal dominant
ENSG00000187714	Myasthenic syndrome, congenital, 21, presynaptic, 617239 (3), Autosomal recessive
ENSG00000187726	Ciliary dyskinesia, primary, 34, 617091 (3), Autosomal recessive
ENSG00000187730	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}, 613060 (3), Autosomal dominant; {Epilepsy, idiopathic generalized, 10}, 613060 (3), Autosomal dominant; {Epilepsy, juvenile myoclonic, susceptibility to}, 613060 (3), Autosomal dominant
ENSG00000187736	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation, 611291 (3)
ENSG00000187741	Fanconi anemia, complementation group A, 227650 (3), Autosomal recessive
ENSG00000187742	Thyroid hormone metabolism, abnormal, 609698 (3)
ENSG00000187790	?Premature ovarian failure 15, 618096 (3), Autosomal recessive; Spermatogenic failure 28, 618086 (3), Autosomal recessive
ENSG00000187796	Candidiasis, familial, 2, autosomal recessive, 212050 (3), Autosomal recessive
ENSG00000187848	Deafness, autosomal dominant 41, 608224 (3), Autosomal dominant
ENSG00000188021	Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia, 300857 (3), X-linked dominant
ENSG00000188037	Myotonia congenita, dominant, 160800 (3), Autosomal dominant; Myotonia congenita, recessive, 255700 (3), Autosomal recessive; Myotonia levior, recessive (3)
ENSG00000188107	Retinitis pigmentosa 25, 602772 (3), Autosomal recessive
ENSG00000188153	Alport syndrome, 301050 (3), X-linked dominant
ENSG00000188157	Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects, 615120 (3), Autosomal recessive
ENSG00000188158	Cataract 40, X-linked, 302200 (3), X-linked; Nance-Horan syndrome, 302350 (3), X-linked dominant
ENSG00000188162	Deafness, autosomal recessive 18B, 614945 (3), Autosomal recessive
ENSG00000188229	Leber congenital amaurosis with early-onset deafness, 617879 (3), Autosomal dominant
ENSG00000188257	{Colorectal cancer}, 114500 (3), Autosomal dominant
ENSG00000188372	Oocyte maturation defect 3, 617712 (3), Autosomal dominant
ENSG00000188389	{Multiple sclerosis, disease progression, modifier of}, 126200 (3), Multifactorial; {Systemic lupus erythematosus, susceptibility to, 2}, 605218 (3)
ENSG00000188419	Choroideremia, 303100 (3), X-linked dominant
ENSG00000188452	Retinitis pigmentosa 26, 608380 (3)
ENSG00000188467	Albinism, oculocutaneous, type VI, 113750 (3), Autosomal recessive; [Skin/hair/eye pigmentation 4, fair/dark skin], 113750 (3), Autosomal recessive
ENSG00000188517	Fibrosis of extraocular muscles, congenital, 5, 616219 (3), Autosomal recessive
ENSG00000188536	Erythrocytosis 7, 617981 (3); Heinz body anemia, 140700 (3), Autosomal dominant; Hemoglobin H disease, deletional and nondeletional, 613978 (3); Thalassemia, alpha-, 604131 (3)
ENSG00000188603	Ceroid lipofuscinosis, neuronal, 3, 204200 (3), Autosomal recessive
ENSG00000188613	Spermatogenic failure 12, 615413 (3), Autosomal dominant
ENSG00000188641	Dihydropyrimidine dehydrogenase deficiency, 274270 (3), Autosomal recessive; 5-fluorouracil toxicity, 274270 (3), Autosomal recessive
ENSG00000188672	[Blood group, Rhesus] (3); Rh-null disease, amorph type, 617970 (3)
ENSG00000188690	Porphyria, congenital erythropoietic, 263700 (3), Autosomal recessive
ENSG00000188706	Mental retardation, X-linked syndromic, Raymond type, 300799 (3)
ENSG00000188738	Spermatogenic failure 34, 618153 (3)
ENSG00000188778	{Obesity, susceptibility to}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial
ENSG00000188827	Fanconi anemia, complementation group P, 613951 (3), Autosomal recessive
ENSG00000188906	{Parkinson disease 8}, 607060 (3), Autosomal dominant
ENSG00000188910	Deafness, autosomal dominant 2B, 612644 (3), Autosomal dominant; Deafness, autosomal dominant, with peripheral neuropathy (3); Deafness, autosomal recessive (3); Deafness, digenic, GJB2/GJB3, 220290 (3), Autosomal recessive; Erythrokeratodermia variabilis et progressiva 1, 133200 (3), Autosomal recessive, Autosomal dominant
ENSG00000188937	Night blindness, congenital stationary (complete), 1A, X-linked, 310500 (3), X-linked recessive
ENSG00000188992	{Hypertriglyceridemia, susceptibility to}, 145750 (3), Autosomal dominant
ENSG00000189056	{Epilepsy, familial temporal lobe, 7}, 616436 (3), Autosomal dominant; Lissencephaly 2 (Norman-Roberts type), 257320 (3), Autosomal recessive
ENSG00000189057	Poikiloderma, hereditary fibrosing, with tendon contractures, myopathy, and pulmonary fibrosis, 615704 (3), Autosomal dominant
ENSG00000189067	Charcot-Marie-Tooth disease, type 1C, 601098 (3), Autosomal dominant
ENSG00000189079	Coffin-Siris syndrome 6, 617808 (3), Autosomal dominant
ENSG00000189114	Hermansky-Pudlak syndrome 8, 614077 (3), Autosomal recessive
ENSG00000189221	{Antisocial behavior}, 300615 (3), X-linked recessive; Brunner syndrome, 300615 (3), X-linked recessive
ENSG00000189241	Sudden infant death with dysgenesis of the testes syndrome, 608800 (3), Autosomal recessive
ENSG00000189433	Erythrokeratodermia variabilis et progressiva 2, 617524 (3), Autosomal dominant
ENSG00000196091	Arthrogryposis, distal, type 1B, 614335 (3), Autosomal dominant; Lethal congenital contracture syndrome 4, 614915 (3), Autosomal recessive
ENSG00000196092	{Leukemia, acute lymphoblastic, susceptibility to, 3}, 615545 (3)
ENSG00000196116	Cataract 36, 613887 (3), Autosomal recessive
ENSG00000196126	{Multiple sclerosis, susceptibility to, 1}, 126200 (3), Multifactorial; {Sarcoidosis, susceptibility to, 1}, 181000 (3), Autosomal dominant
ENSG00000196136	Alpha-1-antichymotrypsin deficiency (3); Cerebrovascular disease, occlusive (3)
ENSG00000196159	Hennekam lymphangiectasia-lymphedema syndrome 2, 616006 (3), Autosomal recessive; Van Maldergem syndrome 2, 615546 (3), Autosomal recessive
ENSG00000196177	2-methylbutyrylglycinuria, 610006 (3), Autosomal recessive
ENSG00000196189	Cone-rod dystrophy 10, 610283 (3), Autosomal recessive; Retinitis pigmentosa 35, 610282 (3), Autosomal recessive, Autosomal dominant
ENSG00000196218	Central core disease, 117000 (3), Autosomal recessive, Autosomal dominant; King-Denborough syndrome, 145600 (3), Autosomal dominant; {Malignant hyperthermia susceptibility 1}, 145600 (3), Autosomal dominant; Minicore myopathy with external ophthalmoplegia, 255320 (3), Autosomal recessive; Neuromuscular disease, congenital, with uniform type 1 fiber, 117000 (3), Autosomal recessive, Autosomal dominant
ENSG00000196230	Cortical dysplasia, complex, with other brain malformations 6, 615771 (3), Autosomal dominant; Symmetric circumferential skin creases, congenital, 1, 156610 (3), Autosomal dominant
ENSG00000196236	Nephronophthisis-like nephropathy 1, 613159 (3), Autosomal recessive
ENSG00000196296	Brody myopathy, 601003 (3), Autosomal recessive
ENSG00000196305	Growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy, 617093 (3), Autosomal recessive
ENSG00000196338	{Asperger syndrome susceptibility, X-linked 1}, 300494 (3), Isolated cases, X-linked, Multifactorial; {Autism susceptibility, X-linked 1}, 300425 (3), Isolated cases, X-linked, Multifactorial
ENSG00000196352	[Blood group Cromer], 613793 (3), Autosomal recessive; Complement hyperactivation, angiopathic thrombosis, and protein-losing enteropathy, 226300 (3), Autosomal recessive
ENSG00000196365	CODAS syndrome, 600373 (3), Autosomal recessive
ENSG00000196396	{Insulin resistance, susceptibility to}, 125853 (3), Autosomal dominant
ENSG00000196411	{Hydrops fetalis, nonimmune, and/or atrial septal defect}, 617300 (3), Autosomal dominant
ENSG00000196431	Cataract 23, 610425 (3)
ENSG00000196459	Spondyloepiphyseal dysplasia tarda, 313400 (3), X-linked recessive
ENSG00000196468	Metacarpal 4-5 fusion, 309630 (3), X-linked recessive
ENSG00000196511	Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3), Autosomal recessive
ENSG00000196517	Glycine encephalopathy with normal serum glycine, 617301 (3), Autosomal recessive
ENSG00000196549	Charcot-Marie-Tooth disease, axonal, type 2T, 617017 (3), Autosomal recessive, Autosomal dominant; ?Spinocerebellar ataxia 43, 617018 (3), Autosomal dominant
ENSG00000196557	{Epilepsy, childhood absence, susceptibility to, 6}, 611942 (3); {Epilepsy, idiopathic generalized, susceptibility to, 6}, 611942 (3); Hyperaldosteronism, familial, type IV, 617027 (3), Autosomal dominant
ENSG00000196565	Cyanosis, transient neonatal, 613977 (3), Autosomal dominant; Fetal hemoglobin quantitative trait locus 1, 141749 (3), Autosomal dominant
ENSG00000196569	Muscular dystrophy, congenital, merosin deficient or partially deficient, 607855 (3), Autosomal recessive; Muscular dystrophy, limb-girdle, autosomal recessive 23, 618138 (3), Autosomal recessive
ENSG00000196584	?Fanconi anemia, complementation group U, 617247 (3), Autosomal recessive
ENSG00000196586	Deafness, autosomal dominant 22, 606346 (3), Autosomal dominant; Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy, 606346 (3), Autosomal dominant; Deafness, autosomal recessive 37, 607821 (3), Autosomal recessive
ENSG00000196588	Megakaryoblastic leukemia, acute (3)
ENSG00000196611	COPD, rate of decline of lung function in, 606963 (3); {Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3), Autosomal recessive
ENSG00000196616	{Aerodigestive tract cancer, squamous cell, alcohol-related, protection against}, 103780 (3), Multifactorial; {Alcohol dependence, protection against}, 103780 (3), Multifactorial
ENSG00000196628	Corneal dystrophy, Fuchs endothelial, 3, 613267 (3), Autosomal dominant; Pitt-Hopkins syndrome, 610954 (3), Autosomal dominant
ENSG00000196660	Hypermanganesemia with dystonia 1, 613280 (3), Autosomal recessive
ENSG00000196663	Spastic paraplegia 49, autosomal recessive, 615031 (3), Autosomal recessive
ENSG00000196712	Leukemia, juvenile myelomonocytic, 607785 (3), Autosomal dominant, Somatic mutation; Neurofibromatosis, familial spinal, 162210 (3), Autosomal dominant; Neurofibromatosis, type 1, 162200 (3), Autosomal dominant; Neurofibromatosis-Noonan syndrome, 601321 (3), Autosomal dominant; Watson syndrome, 193520 (3), Autosomal dominant
ENSG00000196735	{Celiac disease, susceptibility to}, 212750 (3), Autosomal recessive, Multifactorial
ENSG00000196739	Steel syndrome, 615155 (3), Autosomal recessive
ENSG00000196743	GM2-gangliosidosis, AB variant, 272750 (3), Autosomal recessive
ENSG00000196767	Deafness, X-linked 2, 304400 (3), X-linked recessive
ENSG00000196811	Escobar syndrome, 265000 (3), Autosomal recessive; Multiple pterygium syndrome, lethal type, 253290 (3), Autosomal recessive
ENSG00000196839	Adenosine deaminase deficiency, partial, 102700 (3), Autosomal recessive, Somatic mosaicism; Severe combined immunodeficiency due to ADA deficiency, 102700 (3), Autosomal recessive, Somatic mosaicism
ENSG00000196876	?Cognitive impairment with or without cerebellar ataxia, 614306 (3), Autosomal dominant; Epileptic encephalopathy, early infantile, 13, 614558 (3), Autosomal dominant; Seizures, benign familial infantile, 5, 617080 (3), Autosomal dominant
ENSG00000196878	Amelogenesis imperfecta, type IA, 104530 (3), Autosomal dominant; Epidermolysis bullosa, junctional, Herlitz type, 226700 (3), Autosomal recessive; Epidermolysis bullosa, junctional, non-Herlitz type, 226650 (3), Autosomal recessive
ENSG00000196924	Cardiac valvular dysplasia, X-linked, 314400 (3), X-linked recessive; Congenital short bowel syndrome, 300048 (3), X-linked recessive; ?FG syndrome 2, 300321 (3), X-linked; Frontometaphyseal dysplasia 1, 305620 (3), X-linked recessive; Heterotopia, periventricular, 300049 (3), X-linked dominant; Intestinal pseudoobstruction, neuronal, 300048 (3), X-linked recessive; Melnick-Needles syndrome, 309350 (3), X-linked dominant; Otopalatodigital syndrome, type I, 311300 (3), X-linked dominant; Otopalatodigital syndrome, type II, 304120 (3), X-linked dominant; Terminal osseous dysplasia, 300244 (3), X-linked dominant
ENSG00000196935	{Thyroid cancer, nonmedullary, 2}, 188470 (3), Autosomal dominant
ENSG00000196976	Galloway-Mowat syndrome 2, X-linked, 301006 (3), X-linked recessive
ENSG00000196998	Neurodegeneration with brain iron accumulation 5, 300894 (3), X-linked dominant
ENSG00000197081	Hepatocellular carcinoma, somatic, 114550 (3)
ENSG00000197102	Charcot-Marie-Tooth disease, axonal, type 20, 614228 (3), Autosomal dominant; Mental retardation, autosomal dominant 13, 614563 (3), Autosomal dominant; Spinal muscular atrophy, lower extremity-predominant 1, AD, 158600 (3), Autosomal dominant
ENSG00000197106	Mental retardation, autosomal recessive 48, 616269 (3), Autosomal recessive
ENSG00000197110	{Hepatitis C virus infection, response to therapy of}, 609532 (3)
ENSG00000197121	Mental retardation, autosomal recessive 42, 615802 (3), Autosomal recessive
ENSG00000197122	Colon cancer, advanced, somatic, 114500 (3); ?Thrombocytopenia 6, 616937 (3), Autosomal dominant
ENSG00000197170	Stankiewicz-Isidor syndrome, 617516 (3), Autosomal dominant
ENSG00000197208	{Rheumatoid arthritis, susceptibility to}, 180300 (3)
ENSG00000197249	Emphysema due to AAT deficiency, 613490 (3), Autosomal recessive; Emphysema-cirrhosis, due to AAT deficiency, 613490 (3), Autosomal recessive; Hemorrhagic diathesis due to antithrombin Pittsburgh, 613490 (3), Autosomal recessive; {Pulmonary disease, chronic obstructive, susceptibility to}, 606963 (1)
ENSG00000197256	Nephrotic syndrome, type 16, 617783 (3), Autosomal recessive; Palmoplantar keratoderma and woolly hair, 616099 (3), Autosomal recessive
ENSG00000197265	Trichothiodystrophy 6, nonphotosensitive, 616943 (3), Autosomal recessive
ENSG00000197275	Colon cancer, somatic, 114500 (3); Lymphoma, non-Hodgkin, somatic, 605027 (3)
ENSG00000197283	Mental retardation, autosomal dominant 5, 612621 (3), Autosomal dominant
ENSG00000197299	Bloom syndrome, 210900 (3), Autosomal recessive
ENSG00000197375	Carnitine deficiency, systemic primary, 212140 (3), Autosomal recessive
