"ENSG00000261530","XM_005263190","BTC"
"ENSG00000134452","XM_005252628","FBXO18"
"ENSG00000013619","XM_005274636","MAMLD1"
"ENSG00000205336","XM_005256255","GPR56"
"ENSG00000205336","XM_005256238","GPR56"
"ENSG00000205336","XM_005256254","GPR56"
"ENSG00000205336","XM_005256247","GPR56"
"ENSG00000205336","XM_005256245","GPR56"
"ENSG00000205336","XM_005256237","GPR56"
"ENSG00000205336","XM_005256256","GPR56"
"ENSG00000127530","XM_005259853","OR7C1"
"ENSG00000113812","XM_005265587","ACTR8"
"ENSG00000148143","XM_005252120","ZNF462"
"ENSG00000148143","XM_005252119","ZNF462"
"ENSG00000148143","XM_005252118","ZNF462"
"ENSG00000148143","XM_005252121","ZNF462"
"ENSG00000148143","XM_005252117","ZNF462"
"ENSG00000170540","XM_005255193","ARL6IP1"
"ENSG00000170540","XM_005255192","ARL6IP1"
"ENSG00000162639","XM_005270411","HENMT1"
"ENSG00000174780","XM_005265765","SRP72"
"ENSG00000171100","XM_005278185","MTM1"
"ENSG00000171100","XM_005278184","MTM1"
"ENSG00000171100","XM_005274688","MTM1"
"ENSG00000171100","XM_005274686","MTM1"
"ENSG00000171100","XM_005274687","MTM1"
"ENSG00000133124","XM_005262220","IRS4"
"ENSG00000224264","XM_005275290","VARS"
"ENSG00000224264","XM_005274886","VARS"
"ENSG00000130844","XM_005259041","ZNF331"
"ENSG00000092853","XM_005271105","CLSPN"
"ENSG00000130844","XM_005259044","ZNF331"
"ENSG00000130844","XM_005259042","ZNF331"
"ENSG00000118564","XM_005248152","FBXL5"
"ENSG00000130844","XM_005259043","ZNF331"
"ENSG00000139626","XM_005268852","ITGB7"
"ENSG00000139626","XM_005268851","ITGB7"
"ENSG00000176783","XM_005265993","RUFY1"
"ENSG00000088367","XM_005260319","EPB41L1"
"ENSG00000184227","XM_005267997","ACOT1"
"ENSG00000088367","XM_005260325","EPB41L1"
"ENSG00000088367","XM_005260323","EPB41L1"
"ENSG00000055917","XM_005262608","PUM2"
"ENSG00000101888","XM_005262163","NXT2"
"ENSG00000139921","XM_005268113","TMX1"
"ENSG00000055917","XM_005262607","PUM2"
"ENSG00000055917","XM_005262610","PUM2"
"ENSG00000055917","XM_005262609","PUM2"
"ENSG00000105137","XM_005260126","SYDE1"
"ENSG00000143107","XM_005270550","FNDC7"
"ENSG00000148737","XM_005270088","TCF7L2"
"ENSG00000148737","XM_005270087","TCF7L2"
"ENSG00000148737","XM_005270086","TCF7L2"
"ENSG00000086475","XM_005252424","SEPHS1"
"ENSG00000064309","XM_005271586","CDON"
"ENSG00000064309","XM_005271585","CDON"
"ENSG00000064309","XM_005271584","CDON"
"ENSG00000086475","XM_005252425","SEPHS1"
"ENSG00000163374","XM_005245309","YY1AP1"
"ENSG00000047621","XM_005253715","C12orf4"
"ENSG00000148737","XM_005270084","TCF7L2"
"ENSG00000148737","XM_005270083","TCF7L2"
"ENSG00000148737","XM_005270082","TCF7L2"
"ENSG00000148737","XM_005270085","TCF7L2"
"ENSG00000148737","XM_005270096","TCF7L2"
"ENSG00000163374","XM_005245308","YY1AP1"
"ENSG00000103888","XM_005254568","KIAA1199"
"ENSG00000103888","XM_005254567","KIAA1199"
"ENSG00000155229","XM_005270039","MMS19"
"ENSG00000155229","XM_005270038","MMS19"
"ENSG00000155229","XM_005270035","MMS19"
"ENSG00000068366","XM_005262108","ACSL4"
"ENSG00000068366","XM_005262110","ACSL4"
"ENSG00000100425","XM_005261472","BRD1"
"ENSG00000068366","XM_005262109","ACSL4"
"ENSG00000105135","XM_005259717","ILVBL"
"ENSG00000100425","XM_005261473","BRD1"
"ENSG00000100425","XM_005261471","BRD1"
"ENSG00000100425","XM_005261470","BRD1"
"ENSG00000134698","XM_005270579","AGO4"
"ENSG00000134698","XM_005270578","AGO4"
"ENSG00000063601","XM_005278208","MTMR1"
"ENSG00000063601","XM_005274768","MTMR1"
"ENSG00000196503","XM_005265720","ARL9"
"ENSG00000063601","XM_005278206","MTMR1"
"ENSG00000063601","XM_005274766","MTMR1"
"ENSG00000063601","XM_005278209","MTMR1"
"ENSG00000063601","XM_005274769","MTMR1"
"ENSG00000025434","XM_005252710","NR1H3"
"ENSG00000025434","XM_005252711","NR1H3"
"ENSG00000025434","XM_005252717","NR1H3"
"ENSG00000025434","XM_005252709","NR1H3"
"ENSG00000025434","XM_005252708","NR1H3"
"ENSG00000155229","XM_005270037","MMS19"
"ENSG00000155229","XM_005270036","MMS19"
"ENSG00000155229","XM_005270031","MMS19"
"ENSG00000155229","XM_005270030","MMS19"
"ENSG00000165526","XM_005271708","RPUSD4"
"ENSG00000131043","XM_005260386","AAR2"
"ENSG00000131043","XM_005260385","AAR2"
"ENSG00000162804","XM_005246997","SNED1"
"ENSG00000162804","XM_005246998","SNED1"
"ENSG00000155229","XM_005270034","MMS19"
"ENSG00000025434","XM_005252705","NR1H3"
"ENSG00000163093","XM_005246288","BBS5"
"ENSG00000025434","XM_005252707","NR1H3"
"ENSG00000025434","XM_005252704","NR1H3"
"ENSG00000100426","XM_005261875","ZBED4"
"ENSG00000048707","XM_005263482","VPS13D"
"ENSG00000048707","XM_005263480","VPS13D"
"ENSG00000025434","XM_005252713","NR1H3"
"ENSG00000025434","XM_005252712","NR1H3"
"ENSG00000155229","XM_005270043","MMS19"
"ENSG00000155229","XM_005270042","MMS19"
"ENSG00000155229","XM_005270041","MMS19"
"ENSG00000155229","XM_005270040","MMS19"
"ENSG00000155229","XM_005270033","MMS19"
"ENSG00000155229","XM_005270032","MMS19"
"ENSG00000048707","XM_005263481","VPS13D"
"ENSG00000139926","XM_005267329","FRMD6"
"ENSG00000243244","XM_005264118","STON1"
"ENSG00000243244","XM_005264117","STON1"
"ENSG00000171476","XM_005265784","HOPX"
"ENSG00000138696","XM_005263181","BMPR1B"
"ENSG00000138696","XM_005263180","BMPR1B"
"ENSG00000185100","XM_005267320","ADSSL1"
"ENSG00000157445","XM_005265318","CACNA2D3"
"ENSG00000171476","XM_005265783","HOPX"
"ENSG00000229185","XM_005272893","OR2H2"
"ENSG00000171530","XM_005248586","TBCA"
"ENSG00000172995","XM_005264821","ARPP21"
"ENSG00000092847","XM_005270747","AGO1"
"ENSG00000092847","XM_005270746","AGO1"
"ENSG00000171530","XM_005248585","TBCA"
"ENSG00000167526","XM_005256320","RPL13"
"ENSG00000080845","XM_005260332","DLGAP4"
"ENSG00000157445","XM_005265319","CACNA2D3"
"ENSG00000070061","XM_005252285","IKBKAP"
"ENSG00000080845","XM_005260329","DLGAP4"
"ENSG00000137571","XM_005251314","SLCO5A1"
"ENSG00000172995","XM_005264820","ARPP21"
"ENSG00000172995","XM_005264819","ARPP21"
"ENSG00000137571","XM_005251313","SLCO5A1"
"ENSG00000156206","XM_005254195","C15orf26"
"ENSG00000147133","XM_005262300","TAF1"
"ENSG00000197798","XM_005271665","FAM118B"
"ENSG00000157106","XM_003960649","SMG1"
"ENSG00000157106","XM_005255185","SMG1"
"ENSG00000147133","XM_005262297","TAF1"
"ENSG00000147133","XM_005262296","TAF1"
"ENSG00000147133","XM_005262295","TAF1"
"ENSG00000147133","XM_005262298","TAF1"
"ENSG00000142405","XM_005259400","NLRP12"
"ENSG00000198945","XM_005267161","L3MBTL3"
"ENSG00000184164","XM_005261737","CRELD2"
"ENSG00000149256","XM_005273900","TENM4"
"ENSG00000111247","XM_005253667","RAD51AP1"
"ENSG00000111247","XM_005253666","RAD51AP1"
"ENSG00000121957","XM_005270786","GPSM2"
"ENSG00000184164","XM_005261740","CRELD2"
"ENSG00000184164","XM_005261739","CRELD2"
"ENSG00000153086","XM_005263589","ACMSD"
"ENSG00000153086","XM_005263590","ACMSD"
"ENSG00000153086","XM_005263587","ACMSD"
"ENSG00000153086","XM_005263588","ACMSD"
"ENSG00000159625","XM_005256202","CCDC135"
"ENSG00000020181","XM_005273470","GPR124"
"ENSG00000132842","XM_005248619","AP3B1"
"ENSG00000132842","XM_005248618","AP3B1"
"ENSG00000140396","XM_005251131","NCOA2"
"ENSG00000140396","XM_005251128","NCOA2"
"ENSG00000140396","XM_005251132","NCOA2"
"ENSG00000140396","XM_005251129","NCOA2"
"ENSG00000140396","XM_005251130","NCOA2"
"ENSG00000159625","XM_005256203","CCDC135"
"ENSG00000119326","XM_005252292","CTNNAL1"
"ENSG00000158467","XM_005250237","AHCYL2"
"ENSG00000119326","XM_005252291","CTNNAL1"
"ENSG00000213689","XM_005265512","TREX1"
"ENSG00000139155","XM_005253394","SLCO1C1"
"ENSG00000108771","XM_005277029","DHX58"
"ENSG00000108771","XM_005257657","DHX58"
"ENSG00000084093","XM_005265762","REST"
"ENSG00000084093","XM_005265761","REST"
"ENSG00000084093","XM_005265760","REST"
"ENSG00000084093","XM_005265759","REST"
"ENSG00000084093","XM_005265758","REST"
"ENSG00000084093","XM_005265757","REST"
"ENSG00000139155","XM_005253396","SLCO1C1"
"ENSG00000132676","XM_005245482","DAP3"
"ENSG00000139155","XM_005253397","SLCO1C1"
"ENSG00000172349","XM_005254344","IL16"
"ENSG00000137509","XM_005274093","PRCP"
"ENSG00000132676","XM_005245480","DAP3"
"ENSG00000126070","XM_005270576","AGO3"
"ENSG00000126070","XM_005270575","AGO3"
"ENSG00000172349","XM_005254345","IL16"
"ENSG00000172349","XM_005254343","IL16"
"ENSG00000172349","XM_005254342","IL16"
"ENSG00000126583","XM_005259054","PRKCG"
"ENSG00000157600","XM_005262239","TMEM164"
"ENSG00000157600","XM_005262209","TMEM164"
"ENSG00000157600","XM_005262205","TMEM164"
"ENSG00000157600","XM_005262207","TMEM164"
"ENSG00000172349","XM_005254346","IL16"
"ENSG00000157600","XM_005262206","TMEM164"
"ENSG00000157600","XM_005262208","TMEM164"
"ENSG00000157600","XM_005262211","TMEM164"
"ENSG00000157600","XM_005262210","TMEM164"
"ENSG00000154978","XM_005271786","VOPP1"
"ENSG00000090534","XM_005247737","THPO"
"ENSG00000154978","XM_005271787","VOPP1"
"ENSG00000154978","XM_005271788","VOPP1"
"ENSG00000154978","XM_005271785","VOPP1"
"ENSG00000154978","XM_005271784","VOPP1"
"ENSG00000118707","XM_005260490","TGIF2"
"ENSG00000118707","XM_005260489","TGIF2"
"ENSG00000121940","XM_005270662","CLCC1"
"ENSG00000162496","XM_005263533","DHRS3"
"ENSG00000132676","XM_005245481","DAP3"
"ENSG00000141867","XM_005259840","BRD4"
"ENSG00000121940","XM_005270663","CLCC1"
"ENSG00000062194","XM_005248573","GPBP1"
"ENSG00000062194","XM_005248572","GPBP1"
"ENSG00000062194","XM_005248571","GPBP1"
"ENSG00000204257","XM_005249044","HLA-DMA"
"ENSG00000062194","XM_005248574","GPBP1"
"ENSG00000109743","XM_005248187","BST1"
"ENSG00000109743","XM_005248184","BST1"
"ENSG00000165490","XM_005273839","C11orf82"
"ENSG00000125912","XM_005259596","NCLN"
"ENSG00000165490","XM_005273838","C11orf82"
"ENSG00000047315","XM_005265746","POLR2B"
"ENSG00000047315","XM_005265745","POLR2B"
"ENSG00000102181","XM_005278196","CD99L2"
"ENSG00000102181","XM_005278195","CD99L2"
"ENSG00000102181","XM_005274758","CD99L2"
"ENSG00000102181","XM_005274757","CD99L2"
"ENSG00000082258","XM_005263834","CCNT2"
"ENSG00000082258","XM_005263832","CCNT2"
"ENSG00000082258","XM_005263830","CCNT2"
"ENSG00000237834","XM_005272820","MOG"
"ENSG00000092850","XM_005270753","TEKT2"
"ENSG00000169045","XM_005265896","HNRNPH1"
"ENSG00000169045","XM_005265895","HNRNPH1"
"ENSG00000170537","XM_005255599","TMC7"
"ENSG00000170537","XM_005255598","TMC7"
"ENSG00000170537","XM_005255597","TMC7"
"ENSG00000170537","XM_005255600","TMC7"
"ENSG00000164054","XM_005265204","SHISA5"
"ENSG00000169045","XM_005265898","HNRNPH1"
"ENSG00000105127","XM_005259706","AKAP8"
"ENSG00000070882","XM_005249698","OSBPL3"
"ENSG00000015413","XM_005256286","DPEP1"
"ENSG00000015413","XM_005256285","DPEP1"
"ENSG00000085433","XM_005270634","WDR47"
"ENSG00000085433","XM_005270636","WDR47"
"ENSG00000171812","XM_005270479","COL8A2"
"ENSG00000171812","XM_005270478","COL8A2"
"ENSG00000171812","XM_005270477","COL8A2"
"ENSG00000137502","XM_005273914","RAB30"
"ENSG00000137502","XM_005273913","RAB30"
"ENSG00000137502","XM_005273912","RAB30"
"ENSG00000085433","XM_005270635","WDR47"
"ENSG00000090539","XM_005247850","CHRD"
"ENSG00000188869","XM_005254339","TMC3"
"ENSG00000237834","XM_005275566","MOG"
"ENSG00000237834","XM_005275418","MOG"
"ENSG00000237834","XM_005275260","MOG"
"ENSG00000237834","XM_005275133","MOG"
"ENSG00000237834","XM_005274985","MOG"
"ENSG00000237834","XM_005272828","MOG"
"ENSG00000237834","XM_005274873","MOG"
"ENSG00000237834","XM_005275564","MOG"
"ENSG00000237834","XM_005275563","MOG"
"ENSG00000237834","XM_005275416","MOG"
"ENSG00000237834","XM_005275415","MOG"
"ENSG00000237834","XM_005275258","MOG"
"ENSG00000237834","XM_005275257","MOG"
"ENSG00000237834","XM_005275131","MOG"
"ENSG00000237834","XM_005275130","MOG"
"ENSG00000237834","XM_005274983","MOG"
"ENSG00000237834","XM_005274982","MOG"
"ENSG00000237834","XM_005272826","MOG"
"ENSG00000237834","XM_005272825","MOG"
"ENSG00000237834","XM_005274871","MOG"
"ENSG00000237834","XM_005274870","MOG"
"ENSG00000067167","XM_005251188","TRAM1"
"ENSG00000172819","XM_005269057","RARG"
"ENSG00000116721","XM_005263490","PRAMEF1"
"ENSG00000238134","XM_005275207","EHMT2"
"ENSG00000238134","XM_005274833","EHMT2"
"ENSG00000238134","XM_005275208","EHMT2"
"ENSG00000238134","XM_005274834","EHMT2"
"ENSG00000179172","XM_003960114","HNRNPCL1"
"ENSG00000178665","XM_005271769","ZNF713"
"ENSG00000172819","XM_005269056","RARG"
"ENSG00000243978","XM_005262173","RGAG1"
"ENSG00000167186","XM_005255033","COQ7"
"ENSG00000204256","XM_005249263","BRD2"
"ENSG00000132376","XM_005256687","INPP5K"
"ENSG00000132376","XM_005256683","INPP5K"
"ENSG00000108773","XM_005277009","KAT2A"
"ENSG00000108773","XM_005257217","KAT2A"
"ENSG00000132376","XM_005256684","INPP5K"
"ENSG00000176601","XM_005263796","MAP3K19"
"ENSG00000176601","XM_005263797","MAP3K19"
"ENSG00000232423","XM_005276124","PRAMEF6"
"ENSG00000232423","XM_005276123","PRAMEF6"
"ENSG00000232423","XM_005276122","PRAMEF6"
"ENSG00000164483","XM_005266831","SAMD3"
"ENSG00000164483","XM_005266830","SAMD3"
"ENSG00000164483","XM_005266829","SAMD3"
"ENSG00000164483","XM_005266828","SAMD3"
"ENSG00000169154","XM_005273399","GOT1L1"
"ENSG00000176601","XM_005263798","MAP3K19"
"ENSG00000144771","XM_005265337","LRTM1"
"ENSG00000240505","XM_005256577","TNFRSF13B"
"ENSG00000116871","XM_005271027","MAP7D1"
"ENSG00000116871","XM_005271028","MAP7D1"
"ENSG00000116871","XM_005271025","MAP7D1"
"ENSG00000116871","XM_005271026","MAP7D1"
"ENSG00000141905","XM_005259691","NFIC"
"ENSG00000138398","XM_005246968","PPIG"
"ENSG00000138398","XM_005246967","PPIG"
"ENSG00000138398","XM_005246966","PPIG"
"ENSG00000204193","XM_005251880","TXNDC8"
"ENSG00000204193","XM_005251879","TXNDC8"
"ENSG00000101938","XM_005262224","CHRDL1"
"ENSG00000101938","XM_005262223","CHRDL1"
"ENSG00000101938","XM_005262221","CHRDL1"
"ENSG00000111647","XM_005268741","UHRF1BP1L"
"ENSG00000111647","XM_005268740","UHRF1BP1L"
"ENSG00000111647","XM_005268738","UHRF1BP1L"
"ENSG00000111647","XM_005268737","UHRF1BP1L"
"ENSG00000101938","XM_005262222","CHRDL1"
"ENSG00000229571","XM_928401","PRAMEF26"
"ENSG00000156795","XM_005250997","WDYHV1"
"ENSG00000145685","XM_005248396","LHFPL2"
"ENSG00000140859","XM_005277771","KIFC3"
"ENSG00000140859","XM_005255948","KIFC3"
"ENSG00000140859","XM_005277764","KIFC3"
"ENSG00000140859","XM_005255941","KIFC3"
"ENSG00000204502","XM_005276124","PRAMEF5"
"ENSG00000204502","XM_005276123","PRAMEF5"
"ENSG00000087157","XM_005257828","PGS1"
"ENSG00000176845","XM_005256349","METRNL"
"ENSG00000087157","XM_005257834","PGS1"
"ENSG00000140859","XM_005277772","KIFC3"
"ENSG00000140859","XM_005255949","KIFC3"
"ENSG00000029993","XM_005278178","HMGB3"
"ENSG00000029993","XM_005278177","HMGB3"
"ENSG00000029993","XM_005278176","HMGB3"
"ENSG00000029993","XM_005274667","HMGB3"
"ENSG00000029993","XM_005274666","HMGB3"
"ENSG00000029993","XM_005274665","HMGB3"
"ENSG00000129691","XM_005273682","ASH2L"
"ENSG00000010219","XM_005253812","DYRK4"
"ENSG00000010219","XM_005253811","DYRK4"
"ENSG00000010219","XM_005253808","DYRK4"
"ENSG00000129691","XM_005273683","ASH2L"
"ENSG00000100908","XM_005267721","EMC9"
"ENSG00000068781","XM_005264116","STON1-GTF2A1L"
"ENSG00000103528","XM_005255362","SYT17"
"ENSG00000103528","XM_005255361","SYT17"
"ENSG00000103528","XM_005255360","SYT17"
"ENSG00000129691","XM_005273684","ASH2L"
"ENSG00000113273","XM_005248505","ARSB"
"ENSG00000142208","XM_005267402","AKT1"
"ENSG00000137494","XM_005273972","ANKRD42"
"ENSG00000113273","XM_005248506","ARSB"
"ENSG00000142208","XM_005267401","AKT1"
"ENSG00000137494","XM_005273969","ANKRD42"
"ENSG00000137494","XM_005273968","ANKRD42"
"ENSG00000137494","XM_005273971","ANKRD42"
"ENSG00000111700","XM_005253347","SLCO1B3"
"ENSG00000115687","XM_005246991","PASK"
"ENSG00000115687","XM_005246990","PASK"
"ENSG00000144362","XM_005246624","PHOSPHO2"
"ENSG00000144362","XM_005246625","PHOSPHO2"
"ENSG00000114279","XM_005247227","FGF12"
"ENSG00000149636","XM_005260558","DSN1"
"ENSG00000204252","XM_005275541","HLA-DOA"
"ENSG00000204252","XM_005275384","HLA-DOA"
"ENSG00000204252","XM_005275244","HLA-DOA"
"ENSG00000204252","XM_005275107","HLA-DOA"
"ENSG00000204252","XM_005274952","HLA-DOA"
"ENSG00000204252","XM_005249048","HLA-DOA"
"ENSG00000149636","XM_005260559","DSN1"
"ENSG00000066427","XM_005267660","ATXN3"
"ENSG00000066427","XM_005267655","ATXN3"
"ENSG00000066427","XM_005267668","ATXN3"
"ENSG00000066427","XM_005267681","ATXN3"
"ENSG00000066427","XM_005267680","ATXN3"
"ENSG00000066427","XM_005267679","ATXN3"
"ENSG00000175946","XM_005250901","KLHL38"
"ENSG00000158792","XM_005256279","SPATA2L"
"ENSG00000011243","XM_005259855","AKAP8L"
"ENSG00000073146","XM_005261924","MOV10L1"
"ENSG00000073146","XM_005261923","MOV10L1"
"ENSG00000158792","XM_005256280","SPATA2L"
"ENSG00000188659","XM_005254319","FAM154B"
"ENSG00000188659","XM_005254318","FAM154B"
"ENSG00000188659","XM_005254317","FAM154B"
"ENSG00000104313","XM_005251182","EYA1"
"ENSG00000114268","XM_005265229","PFKFB4"
"ENSG00000114268","XM_005265228","PFKFB4"
"ENSG00000205281","XM_003960588","GOLGA6L10"
"ENSG00000205281","XM_002343391","GOLGA6L10"
"ENSG00000205281","XM_005272450","GOLGA6L10"
"ENSG00000066427","XM_005267678","ATXN3"
"ENSG00000066427","XM_005267674","ATXN3"
"ENSG00000066427","XM_005267673","ATXN3"
"ENSG00000066427","XM_005267666","ATXN3"
"ENSG00000066427","XM_005267662","ATXN3"
"ENSG00000066427","XM_005267657","ATXN3"
"ENSG00000066427","XM_005267653","ATXN3"
"ENSG00000066427","XM_005267652","ATXN3"
"ENSG00000182580","XM_005247207","EPHB3"
"ENSG00000075399","XM_005256331","VPS9D1"
"ENSG00000075399","XM_005256330","VPS9D1"
"ENSG00000104313","XM_005251184","EYA1"
"ENSG00000075399","XM_005256329","VPS9D1"
"ENSG00000153790","XM_005249621","C7orf31"
"ENSG00000153790","XM_005249620","C7orf31"
"ENSG00000066427","XM_005267669","ATXN3"
"ENSG00000066427","XM_005267658","ATXN3"
"ENSG00000116580","XM_005245286","GON4L"
"ENSG00000116580","XM_005245284","GON4L"
"ENSG00000066427","XM_005267667","ATXN3"
"ENSG00000066427","XM_005267656","ATXN3"
"ENSG00000066427","XM_005267676","ATXN3"
"ENSG00000066427","XM_005267677","ATXN3"
"ENSG00000184779","XM_005272417","RPS17"
"ENSG00000066427","XM_005267671","ATXN3"
"ENSG00000130032","XM_005274747","PRRG3"
"ENSG00000030304","XM_005251996","MUSK"
"ENSG00000116580","XM_005245285","GON4L"
"ENSG00000066427","XM_005267670","ATXN3"
"ENSG00000110514","XM_005253199","MADD"
"ENSG00000110514","XM_005253203","MADD"
"ENSG00000103534","XM_005255583","TMC5"
"ENSG00000110514","XM_005253205","MADD"
"ENSG00000137500","XM_005274151","CCDC90B"
"ENSG00000110514","XM_005253197","MADD"
"ENSG00000110514","XM_005253195","MADD"
"ENSG00000110514","XM_005253196","MADD"
"ENSG00000103534","XM_005255585","TMC5"
"ENSG00000110514","XM_005253190","MADD"
"ENSG00000110514","XM_005253188","MADD"
"ENSG00000110514","XM_005253187","MADD"
"ENSG00000110514","XM_005253189","MADD"
"ENSG00000110514","XM_005253201","MADD"
"ENSG00000011451","XM_005260010","WIZ"
"ENSG00000011451","XM_005260009","WIZ"
"ENSG00000011451","XM_005260008","WIZ"
"ENSG00000011451","XM_005260005","WIZ"
"ENSG00000011451","XM_005260004","WIZ"
"ENSG00000137500","XM_005274159","CCDC90B"
"ENSG00000137500","XM_005274158","CCDC90B"
"ENSG00000110514","XM_005253204","MADD"
"ENSG00000103534","XM_005255584","TMC5"
"ENSG00000110514","XM_005253206","MADD"
"ENSG00000110514","XM_005253200","MADD"
"ENSG00000011451","XM_005260012","WIZ"
"ENSG00000011451","XM_005260011","WIZ"
"ENSG00000011451","XM_005260007","WIZ"
"ENSG00000110080","XM_005271651","ST3GAL4"
"ENSG00000110080","XM_005271650","ST3GAL4"
"ENSG00000198121","XM_005251782","LPAR1"
"ENSG00000198121","XM_005251781","LPAR1"
"ENSG00000137500","XM_005274154","CCDC90B"
"ENSG00000171133","XM_005251914","OR2K2"
"ENSG00000110080","XM_005271649","ST3GAL4"
"ENSG00000110080","XM_005271648","ST3GAL4"
"ENSG00000116580","XM_005245281","GON4L"
"ENSG00000116580","XM_005245277","GON4L"
"ENSG00000116580","XM_005245280","GON4L"
"ENSG00000116580","XM_005245279","GON4L"
"ENSG00000116580","XM_005245278","GON4L"
"ENSG00000087303","XM_005267407","NID2"
"ENSG00000105605","XM_005259125","CACNG7"
"ENSG00000239789","XM_005271770","MRPS17"
"ENSG00000168016","XM_005265621","TRANK1"
"ENSG00000168016","XM_005265620","TRANK1"
"ENSG00000158805","XM_005256324","ZNF276"
"ENSG00000132718","XM_005245014","SYT11"
"ENSG00000146733","XM_005271775","PSPH"
"ENSG00000105325","XM_005259573","FZR1"
"ENSG00000146733","XM_005271773","PSPH"
"ENSG00000054118","XM_005271370","THRAP3"
"ENSG00000007062","XM_005248194","PROM1"
"ENSG00000070729","XM_005255797","CNGB1"
"ENSG00000168229","XM_005267891","PTGDR"
"ENSG00000176853","XM_005250806","FAM91A1"
"ENSG00000196648","XM_005276482","GOLGA6L20"
"ENSG00000196648","XM_003118679","GOLGA6L20"
"ENSG00000196648","XM_005272451","GOLGA6L20"
"ENSG00000196648","XM_005254599","GOLGA6L20"
"ENSG00000196648","XM_005254598","GOLGA6L20"
"ENSG00000196648","XM_005272452","GOLGA6L20"
"ENSG00000138385","XM_005246811","SSB"
"ENSG00000248385","XM_005278278","TARM1"
"ENSG00000248385","XM_005277310","TARM1"
"ENSG00000248385","XM_005277265","TARM1"
"ENSG00000248385","XM_005277209","TARM1"
"ENSG00000248385","XM_005277186","TARM1"
"ENSG00000248385","XM_005277163","TARM1"
"ENSG00000248385","XM_005277141","TARM1"
"ENSG00000248385","XM_005277116","TARM1"
"ENSG00000248385","XM_005277075","TARM1"
"ENSG00000248385","XM_005258952","TARM1"
"ENSG00000182774","XM_005272417","RPS17L"
"ENSG00000162493","XM_005245723","PDPN"
"ENSG00000214193","XM_005271207","SH3D21"
"ENSG00000165626","XM_005252403","BEND7"
"ENSG00000165626","XM_005252406","BEND7"
"ENSG00000165626","XM_005252405","BEND7"
"ENSG00000165626","XM_005252404","BEND7"
"ENSG00000106459","XM_005250387","NRF1"
"ENSG00000079819","XM_005266847","EPB41L2"
"ENSG00000079819","XM_005266848","EPB41L2"
"ENSG00000106459","XM_005250388","NRF1"
"ENSG00000105122","XM_005260021","RASAL3"
"ENSG00000105122","XM_005260020","RASAL3"
"ENSG00000142694","XM_005270998","EVA1B"
"ENSG00000079819","XM_005266846","EPB41L2"
"ENSG00000079819","XM_005266849","EPB41L2"
"ENSG00000182544","XM_005269198","MFSD5"
"ENSG00000182544","XM_005269197","MFSD5"
"ENSG00000147174","XM_005262313","ACRC"
"ENSG00000147174","XM_005262312","ACRC"
"ENSG00000170909","XM_005258504","OSCAR"
"ENSG00000147381","XM_005274677","MAGEA4"
"ENSG00000165626","XM_005252402","BEND7"
"ENSG00000134222","XM_005271283","PSRC1"
"ENSG00000147381","XM_005274680","MAGEA4"
"ENSG00000147381","XM_005274678","MAGEA4"
"ENSG00000147381","XM_005274679","MAGEA4"
"ENSG00000134222","XM_005271282","PSRC1"
"ENSG00000165626","XM_005252408","BEND7"
"ENSG00000006007","XM_005255355","GDE1"
"ENSG00000134222","XM_005271281","PSRC1"
"ENSG00000134222","XM_005271280","PSRC1"
"ENSG00000134222","XM_005271279","PSRC1"
"ENSG00000134222","XM_005271278","PSRC1"
"ENSG00000146731","XM_005271790","CCT6A"
"ENSG00000170638","XM_005261936","TRABD"
"ENSG00000170638","XM_005261938","TRABD"
"ENSG00000170638","XM_005261937","TRABD"
"ENSG00000164024","XM_005262867","METAP1"
"ENSG00000111254","XM_005253664","AKAP3"
"ENSG00000136813","XM_005251854","KIAA0368"
"ENSG00000136813","XM_005251850","KIAA0368"
"ENSG00000196182","XM_005271247","STK40"
"ENSG00000116731","XM_005245997","PRDM2"
"ENSG00000116731","XM_005245996","PRDM2"
"ENSG00000116731","XM_005245994","PRDM2"
"ENSG00000116731","XM_005245992","PRDM2"
"ENSG00000116731","XM_005245993","PRDM2"
"ENSG00000196182","XM_005271248","STK40"
"ENSG00000164024","XM_005262868","METAP1"
"ENSG00000136813","XM_005251853","KIAA0368"
"ENSG00000136813","XM_005251852","KIAA0368"
"ENSG00000136813","XM_005251851","KIAA0368"
"ENSG00000116731","XM_005245998","PRDM2"
"ENSG00000116731","XM_005245995","PRDM2"
"ENSG00000166188","XM_005256069","ZNF319"
"ENSG00000079337","XM_005268571","RAPGEF3"
"ENSG00000079337","XM_005268570","RAPGEF3"
"ENSG00000132680","XM_005244969","KIAA0907"
"ENSG00000105619","XM_005278261","TFPT"
"ENSG00000105619","XM_005277303","TFPT"
"ENSG00000105619","XM_005277252","TFPT"
"ENSG00000105619","XM_005277207","TFPT"
"ENSG00000105619","XM_005277184","TFPT"
"ENSG00000105619","XM_005277162","TFPT"
"ENSG00000105619","XM_005277137","TFPT"
"ENSG00000105619","XM_005277101","TFPT"
"ENSG00000105619","XM_005277074","TFPT"
"ENSG00000105619","XM_005258825","TFPT"
"ENSG00000163884","XM_005247400","KLF15"
"ENSG00000103540","XM_005255719","CCP110"
"ENSG00000103540","XM_005255720","CCP110"
"ENSG00000150471","XM_005265661","LPHN3"
"ENSG00000150471","XM_005265660","LPHN3"
"ENSG00000214814","XM_005251030","FER1L6"
